domain,path,type,media_name,state_abbr,countyFIPS,is_local_news_site
monroecountyherald.news,,newspaper,Monroe County Argus,AR,05095,
theeaglerecord.com,,newspaper,The Eagle-Record,SC,45035,
kershawnewsera.com,,newspaper,Kershaw News-Era,SC,45057,
octimesnews.com,,newspaper,Ohio County Times-News,KY,21183,
ky-leadernews.com,,newspaper,Leader-News,KY,21177,
swiftcountymonitor.com,,newspaper,Swift County Monitor-News,MN,27151,
lafayettecountypress.com,,newspaper,Lafayette County Press,AR,05073,
graingertoday.com,,newspaper,Grainger Today,TN,47057,
therecorderonline.com,,newspaper,The Recorder,VA,51091,
theweektoday.com,,newspaper,Nemasket Week,MA,25023,
zcsentinel.com,,newspaper,Zavala County Sentinel,TX,48507,
scledger.net,,newspaper,Sanders County Ledger,MT,30089,
cpcnewspapers.com,,newspaper,Sebree Banner,KY,21233,
harrodsburgherald.com,,newspaper,Harrodsburg Herald,KY,21167,
thnews.com,,newspaper,Times-Herald,AR,05123,
smobserved.com,,newspaper,Santa Monica Observer,CA,06037,
culvercityobserver.com,,newspaper,Culver City Observer,CA,06037,
advancemonticellonian.com,,newspaper,Advance-Monticellonian,AR,05043,
theeagledemocrat.com,,newspaper,The Eagle Democrat,AR,05011,
montanian.com,,newspaper,Montanian,MT,30053,
hondoanvilherald.com,,newspaper,Hondo Anvil Herald,TX,48325,
tabor-loris.com,,newspaper,Tabor-Loris Tribune,NC,37047,
anewspaper.net,,newspaper,Nemaha County Herald,NE,31127,
thestamfordstar.com,,newspaper,The Stamford Star,TX,48253,
sentinelcolorado.com,,newspaper,Aurora Sentinel,CO,08005,
whitesboronewsrecord.com,,newspaper,Whitesboro News-Record,TX,48181,
csrecord.net,,newspaper,Cold Spring Record,MN,27145,
theocillastar.com,,newspaper,Ocilla Star,GA,13155,
thewiregrassfarmer.com,,newspaper,Wiregrass Farmer,GA,13287,
adelnewstribune.com,,newspaper,Adel News Tribune,GA,13075,
communityadvocate.com,,newspaper,Community Advocate,MA,25027,
beachesleader.com,,newspaper,Beaches Leader,FL,12031,
baldwin-bulletin.com,,newspaper,Baldwin Bulletin,WI,55109,
the-journal.com,,newspaper,Cortez Journal,CO,08083,
durangoherald.com,,newspaper,Durango Herald,CO,08067,
tricityrecordnm.com,,newspaper,Tri-City Record,NM,35045,
bangordailynews.com,,newspaper,Bangor Daily News,ME,23019,
observer-me.com,,newspaper,The Piscataquis Observer,ME,23021,
thebelzonibanner.com,,newspaper,Belzoni Banner,MS,28053,
baylorbanner.com,,newspaper,Baylor County Banner,TX,48023,
blythewoodonline.com,,newspaper,The Voice of Blythewood,SC,45079,
suntelegraph.com,,newspaper,Sidney Sun-Telegraph,NE,31033,
lindalenewsandtimes.com,,newspaper,Lindale News and Times,TX,48423,
gladewatermirror.com,,newspaper,Gladewater Mirror,TX,48183,
wcns.news,,newspaper,The Wichita County Native Sun,KS,20203,
plymouth-review.com,,newspaper,The Review,WI,55117,
mesquitelocalnews.com,,newspaper,Mesquite Local News,NV,32003,
cranstononline.com,,newspaper,Cranston Herald,RI,44007,
johnstonsunrise.net,,newspaper,Johnston Sun Rise,RI,44007,
warwickonline.com,,newspaper,Warwick Beacon,RI,44003,
arcadiaweekly.com,,newspaper,Arcadia Weekly,CA,06037,
pasadenaindependent.com,,newspaper,Pasadena Independent,CA,06037,
edmondsbeacon.com,,newspaper,Edmonds Beacon,WA,53061,
mukilteobeacon.com,,newspaper,Mukilteo Beacon,WA,53061,
weimarmercury.com,,newspaper,The Weimar Mercury,TX,48089,
rdrnews.com,,newspaper,Roswell Daily Record,NM,35005,
berthoudsurveyor.com,,newspaper,Berthoud Weekly Surveyor,CO,08069,
wheelherald.com,,newspaper,Murray County Wheel-Herald,MN,27101,
bloomeradvance.com,,newspaper,Bloomer Advance,WI,55017,
news-shield.com,,newspaper,Barron News-Shield,WI,55005,
chetekalert.com,,newspaper,The Chetek Alert,WI,55005,
ladysmithnews.com,,newspaper,Ladysmith News,WI,55107,
belmontvoice.org,,newspaper,The Belmont Voice,MA,25017,
westhopestandard.com,,newspaper,Westhope Standard,ND,38009,
woodfordsun.com,,newspaper,Woodford Sun,KY,21239,
mvprogress.com,,newspaper,Moapa Valley Progress,NV,32003,
lccentral.com,,newspaper,Lincoln County Record,NV,32017,
valleyreporter.com,,newspaper,The Valley Reporter,VT,50023,
enterprisecourier.com,,newspaper,East Prairie Eagle and Enterprise Courier,MO,29133,
inhnews.com,,newspaper,Independent News Herald,MN,27153,
proctorjournal.com,,newspaper,Proctor Journal,MN,27137,
fcnp.com,,newspaper,Falls Church News-Press,VA,51610,
lansingcitypulse.com,,newspaper,City Pulse,MI,26065,
theberlinjournal.com,,newspaper,Berlin Journal,WI,55047,
grandsalinesun.com,,newspaper,Grand Saline Sun,TX,48467,
thecantoncitizen.com,,newspaper,Canton Citizen,MA,25021,
riverpressnews.com,,newspaper,River Press,MT,30015,
theleonardgraphic.com,,newspaper,The Leonard Graphic,TX,48147,
waynecojournalbanner.com,,newspaper,Wayne County Journal-Banner,MO,29223,
stegenherald.com,,newspaper,Ste. Genevieve Herald,MO,29186,
dailyjournalonline.com,,newspaper,"Daily Journal, Park Hills",MO,29187,
douglascountyherald.com,,newspaper,Douglas County Herald,MO,29067,
morningsentinel.com,,newspaper,Washington County News,IL,17189,
rivercountynews.com,,newspaper,Scott County Times,IL,17171,
heraldpubs.com,,newspaper,Mascoutah Herald,IL,17163,
timestribunenews.com,,newspaper,Troy Times-Tribune,IL,17119,
enquirerdemocrat.com,,newspaper,Macoupin County Enquirer-Democrat,IL,17117,
thecounty-chronicle.com,,newspaper,The County-Chronicle,IL,17041,
leaderunion.com,,newspaper,The Leader-Union,IL,17051,
breezecourier.com,,newspaper,Taylorville Daily Breeze-Courier,IL,17021,
ozarkspectator.net,,newspaper,Spectator,AR,05047,
downriversundaytimes.com,,newspaper,Dearborn Times-Herald,MI,26163,
bibbvoice.com,,newspaper,The Centreville Press,AL,01007,
westernstar.news,,newspaper,The Western Star,AL,01073,
mariontimes.com,,newspaper,Marion Times-Standard,AL,01105,
basinrepublican-rustler.com,,newspaper,Basin Republican Rustler,WY,56003,
greybullstandard.com,,newspaper,Greybull Standard & Tribune,WY,56003,
lovellchronicle.com,,newspaper,Lovell Chronicle,WY,56003,
tulsabeacon.com,,newspaper,Tulsa Beacon,OK,40143,
ehgazette.com,,newspaper,East Hartford Gazette,CT,09110,
patriotnewsmn.com,,newspaper,Patriot,MN,27141,
hendersonvillelightning.com,,newspaper,Hendersonville Lightning,NC,37089,
belleplainenews.com,,newspaper,The Belle Plaine News,KS,20191,
laconhomejournal.com,,newspaper,Lacon Home Journal,IL,17123,
slatermainstreetnews.com,,newspaper,Slater Main Street News,MO,29195,
okcfriday.com,,newspaper,Oklahoma City Friday,OK,40109,
kingsburyjournal.com,,newspaper,Kingsbury Journal,SD,46077,
post-gazette.com,,newspaper,Pittsburgh Post-Gazette,PA,42003,
pghcitypaper.com,,newspaper,Pittsburgh City Paper,PA,42003,
buckeyelakebeacon.net,,newspaper,Buckeye Lake Beacon,OH,39089,
bdemo.com,,newspaper,Bloomfield Democrat,IA,19051,
p-post.net,,newspaper,The Prairie Post,KS,20197,
endeavornews.com,,newspaper,Endeavor News,PA,42105,
stocktonsentinel.com,,newspaper,Stockton Sentinel,KS,20163,
santamariasun.com,,newspaper,Santa Maria Sun,CA,06083,
breathitt.news,,newspaper,Breathitt Advocate,KY,21025,
monroejournal.com,,newspaper,The Monroe Journal,AL,01099,
comancheok.net,,newspaper,Comanche Times,OK,40137,
alamancenews.com,,newspaper,Alamance News,NC,37001,
islander.org,,newspaper,The Islander,FL,12081,
dotnews.com,,newspaper,Dorchester Reporter,MA,25025,
thequincysun.com,,newspaper,Quincy Sun,MA,25021,
bowienewsonline.com,,newspaper,The Bowie News,TX,48337,
houstonherald.com,,newspaper,Houston Herald,MO,29215,
earlycountynews.com,,newspaper,Early County News,GA,13099,
northwesterntimes.com,,newspaper,Northwestern Times,KS,20179,
thecomanchechief.com,,newspaper,The Comanche Chief,TX,48093,
examiner.org,,newspaper,Bellefontaine Examiner,OH,39091,
bcn-news.com,,newspaper,Braxton Democrat-Central,WV,54007,
capecoralbreeze.com,,newspaper,Cape Coral Breeze,FL,12071,
fort-myers-beach-observer.com,,newspaper,Fort Myers Beach Observer,FL,12071,
captivasanibel.com,,newspaper,Sanibel-Captiva Islander,FL,12071,
pineisland-eagle.com,,newspaper,Pine Island Eagle,FL,12071,
frcheraldstar.com,,newspaper,Fall River County Herald-Star,SD,46047,
fayette-news.net,,newspaper,Fayette County News,GA,13113,
upsonbeacon.com,,newspaper,Upson Beacon,GA,13293,
goldthwaiteeagle.com,,newspaper,Goldthwaite Eagle,TX,48333,
thedailyrecord.com,,newspaper,Maryland Daily Record,MD,24005,
azcapitoltimes.com,,newspaper,Arizona Capitol Times,AZ,04013,
journalrecord.com,,newspaper,The Journal Record,OK,40109,
themonahansnews.com,,newspaper,Monahans News,TX,48475,
bottineaunewspaper.com,,newspaper,Bottineau Courant,ND,38009,
clevelandcountyherald.com,,newspaper,Cleveland County Herald,AR,05025,
albionnewsonline.com,,newspaper,Albion News-Boone County Tribune,NE,31011,
atkinsongraphic.com,,newspaper,Atkinson Graphic,NE,31089,
croftonjournal.com,,newspaper,Crofton Journal,NE,31107,
niobraratribune.com,,newspaper,Niobrara Tribune,NE,31107,
brookereview.com,,newspaper,The Brooke County Review,WV,54009,
lpleader.com,,newspaper,Long Prairie Leader,MN,27153,
hokenews.com,,newspaper,News-Journal,NC,37093,
morgancountypress.com,,newspaper,Morgan County Statesman,MO,29141,
greercitizen.com,,newspaper,Greer Citizen,SC,45045,
impact601.com,,newspaper,Smith County Reformer,MS,28129,
buckscountyherald.com,,newspaper,Bucks County Herald,PA,42017,
gardencountynews.com,,newspaper,Garden County News,NE,31069,
thehendrickspioneer.com,,newspaper,Hendricks Pioneer,MN,27081,
danielscountyleader.com,,newspaper,Daniels County Leader,MT,30019,
burlingtonbeacon.com,,newspaper,The Burlington Beacon,IA,19057,
thevalleychronicle.com,,newspaper,Valley Chronicle,CA,06065,
steelecountytimes.com,,newspaper,Steele County Times,MN,27147,
dodgecountyindependent.com,,newspaper,Dodge County Independent,MN,27039,
thesheridanheadlight.com,,newspaper,Sheridan Headlight,AR,05053,
riverbendnews.org,,newspaper,Riverbend News,FL,12121,
farmersvilletimes.com,,newspaper,The Farmersville Times,TX,48085,
murphymonitor.com,,newspaper,Murphy Monitor,TX,48085,
princetonherald.com,,newspaper,The Princeton Herald,TX,48085,
wylienews.com,,newspaper,The Wylie News,TX,48085,
sachsenews.com,,newspaper,The Sachse News,TX,48113,
cableprinting.com,,newspaper,Lindsay News,OK,40049,
theenterprise.press,,newspaper,Ferndale Enterprise,CA,06023,
cairomessenger.com,,newspaper,The Cairo Messenger,GA,13131,
caledonianrecord.com,,newspaper,The Caledonian-Record,VT,50005,
calhouncountyjournal.com,,newspaper,Calhoun County Journal,MS,28013,
theclydejournal.com,,newspaper,The Clyde Journal,TX,48059,
stamamerican.com,,newspaper,Stamford American,TX,48253,
tmtrib.com,,newspaper,Throckmorton Tribune,TX,48447,
thevermontstandard.com,,newspaper,Vermont Standard,VT,50027,
choctawsun.org,,newspaper,Choctaw Sun-Advocate,AL,01023,
mountainvalleynewspaper.com,,newspaper,Mountain Valley News,AL,01049,
northjacksonpress.com,,newspaper,North Jackson Press,AL,01071,
easternshorepost.com,,newspaper,Eastern Shore Post,VA,51001,
captimes.com,,newspaper,The Cap Times,WI,55025,
themountainmessenger.org,,newspaper,The Mountain Messenger,CA,06091,
pechouspub.com,,newspaper,Miner County Pioneer,SD,46097,
carlislemosquito.org,,newspaper,Carlisle Mosquito,MA,25017,
ladailypost.com,,newspaper,Los Alamos Daily Post,NM,35028,
theweeklysentinel.com,,newspaper,Weekly Sentinel,ME,23031,
thetylertowntimes.org,,newspaper,Tylertown Times,MS,28147,
fayettefalcon.com,,newspaper,Fayette Falcon,TN,47047,
northwestoklahoman.com,,newspaper,Northwest Oklahoman,OK,40045,
woodscountyenterprise.com,,newspaper,Woods County Enterprise,OK,40151,
thevoice.us,,newspaper,The Voice,IL,17089,
carolinacoastonline.com,,newspaper,Tideland News,NC,37133,
kernersvillenews.com,,newspaper,Kernersville News,NC,37067,
benewsjournal.com,,newspaper,Box Elder News Journal,UT,49003,
voicenewsnebraska.com,,newspaper,Voice News,NE,31109,
thelimonleader.com,,newspaper,Limon Leader ,CO,08073,
thegabber.com,,newspaper,The Gabber,FL,12103,
cavalierchronicle.com,,newspaper,Cavalier Chronicle,ND,38067,
newbritainherald.com,,newspaper,New Britain Herald,CT,09110,
illinoistimes.com,,newspaper,Illinois Times,IL,17167,
bayardnewsgazette.com,,newspaper,News Gazette,IA,19077,
centralwinews.com,,newspaper,The Star News,WI,55119,
davisnewspaper.net,,newspaper,Davis News,OK,40099,
devilslakejournal.com,,newspaper,Devils Lake Journal,ND,38071,
morningjournal.com,,newspaper,Morning Journal,OH,39093,
vermilionphotojournal.com,,newspaper,Vermilion Photojournal,OH,39093,
clintonnc.com,,newspaper,Sampson Independent,NC,37163,
laurinburgexchange.com,,newspaper,Laurinburg Exchange,NC,37165,
ansonrecord.com,,newspaper,Anson Record,NC,37007,
bladenjournal.com,,newspaper,Bladen Journal,NC,37017,
yourdailyjournal.com,,newspaper,Richmond County Daily Journal,NC,37153,
robesonian.com,,newspaper,Robesonian,NC,37155,
theeasleyprogress.com,,newspaper,The Easley Progress,SC,45077,
heraldadvocate.com,,newspaper,Herald-Advocate,SC,45069,
newberryobserver.com,,newspaper,Newberry Observer,SC,45071,
lititzrecord.com,,newspaper,Lititz Record Express,PA,42071,
theabingtonjournal.com,,newspaper,Abington Journal,PA,42069,
timesleader.com,,newspaper,Times Leader,PA,42079,
psdispatch.com,,newspaper,Sunday Dispatch,PA,42079,
maysville-online.com,,newspaper,The Ledger Independent,KY,21161,
timesuniononline.com,,newspaper,Times-Union,IN,18085,
charitonmarquee.com,,newspaper,Chariton Marquee,MO,29041,
heraldpressnd.com,,newspaper,Herald-Press,ND,38103,
elliscountypress.com,,newspaper,The Ellis County Press,TX,48139,
susquehannatranscript.com,,newspaper,Susquehanna County Transcript,PA,42115,
whiterivercurrent.com,,newspaper,White River Current,AR,05065,
tripod.com,,newspaper,Fayette Chronicle,MS,28063,
thearabtribune.com,,newspaper,The Arab Tribune,AL,01095,
thewinneradvocate.com,,newspaper,Winner Advocate,SD,46123,
weebly.com,,newspaper,The Colebrook Chronicle,NH,33007,
kansascity.com,,newspaper,The Kansas City Star,MO,29095,
sacurrent.com,,newspaper,San Antonio Current,TX,48029,
cltampa.com,,newspaper,Creative Loafing Tampa,FL,12057,
orlandoweekly.com,,newspaper,Orlando Weekly,FL,12095,
columbiagorgenews.com,,newspaper,Columbia Gorge News,OR,41027,
jalrecord.net,,newspaper,Jal Record,NM,35025,
lcnewspapers.com,,newspaper,Lorain County Community Guide,OH,39093,
chestnuthilllocal.com,,newspaper,Chestnut Hill Local,PA,42101,
chewelahindependent.com,,newspaper,The Independent,WA,53065,
suntimes.com,,newspaper,Chicago Sun-Times,IL,17031,
theburkegazette.com,,newspaper,Burke Gazette,SD,46053,
mariettamonitor.com,,newspaper,Marietta Monitor,OK,40085,
blogspot.com,,newspaper,Crittenden Press,KY,21055,
kiowacountypress.net,,newspaper,Kiowa County Press,CO,08061,
midiaenterprise.com,,newspaper,Mid Iowa Enterprise,IA,19127,
cadillacnews.com,,newspaper,Cadillac News,MI,26165,
thedenmarknews.com,,newspaper,The Denmark News,WI,55009,
capegazette.com,,newspaper,Cape Gazette,DE,10005,
heppner.net,,newspaper,Heppner Gazette Times,OR,41049,
ucnewsleader.com,,newspaper,Union News Leader,TN,47173,
comfreytimes.com,,newspaper,Comfrey Times/Darfur Gazette,MN,27015,
jdcmountaindispatch.com,,newspaper,Jeff Davis County Mt. Dispatch,TX,48243,
themtnear.com,,newspaper,Mountain-Ear,CO,08013,
acfreepress.com,,newspaper,Adams County Free Press,IA,19003,
chronicleillinois.com,,newspaper,Metro East Chronicle,IL,17163,
colfaxchronicle.com,,newspaper,Colfax Chronicle,LA,22043,
dodgecountynews.com,,newspaper,Dodge County News,GA,13091,
chroniclet.com,,newspaper,Chronicle-Telegram,OH,39093,
wweek.com,,newspaper,Willamette Week,OR,41051,
claremont-courier.com,,newspaper,Claremont Courier,CA,06037,
gazette.com,,newspaper,Gazette,CO,08041,
denvergazette.com,,newspaper,The Denver Gazette,CO,08031,
wilcosun.com,,newspaper,Williamson County Sun,TX,48491,
carrizospringsjavelin.com,,newspaper,The Carrizo Springs Javelin,TX,48127,
pointandshoreland.com,,newspaper,Point and Shoreland Journal,OH,39095,
tribpapers.com,,newspaper,Tribune Papers,NC,37021,
sfexaminer.com,,newspaper,The Examiner,CA,06075,
wkcurrent.com,,newspaper,West Kerr Current,TX,48265,
mycouriernews.com,,newspaper,The Courier News,TN,47001,
clintondailynews.com,,newspaper,Clinton Daily News,OK,40039,
clipperpubco.com,,newspaper,The Shelton Clipper,NE,31019,
easternnewmexiconews.com,,newspaper,Eastern New Mexico News,NM,35009,
qcsunonline.com,,newspaper,Quay County Sun,NM,35037,
njtoday.news,,newspaper,NJTODAY.NET,NJ,34039,
thecoaster.net,,newspaper,The Coaster,NJ,34025,
madillrecord.net,,newspaper,Madill Record,OK,40095,
cambridgeclarion.com,,newspaper,The Valley Voice,NE,31065,
reminderusa.net,,newspaper,Cumberland Reminder,NJ,34011,
summerlandadvocate.com,,newspaper,Summerland Advocate-Messenger,NE,31003,
hometownpressia.com,,newspaper,Sully Hometown Press,IA,19099,
bedfordtimes-press.com,,newspaper,Bedford Times-Press,IA,19173,
columbian.com,,newspaper,Columbian,WA,53011,
camaspostrecord.com,,newspaper,Camas-Washougal Post-Record,WA,53011,
madisonmessengernews.com,,newspaper,Madison Messenger,OH,39097,
boardmannews.net,,newspaper,Boardman News,OH,39099,
hometownjournal.biz,,newspaper,Hometown Journal,OH,39099,
thecomfortnews.com,,newspaper,The Comfort News,TX,48259,
kmherald.com,,newspaper,Kings Mountain Herald,NC,37045,
thecatalinaislander.com,,newspaper,Catalina Islander,CA,06037,
paramountjournal.org,,newspaper,The Paramount Journal,CA,06037,
sunnews.org,,newspaper,Sun,CA,06059,
thestarnews.com,,newspaper,The Star-News,CA,06073,
eccalifornian.com,,newspaper,The East County Californian,CA,06073,
thealpinesun.com,,newspaper,The Alpine Sun,CA,06003,
news-gazette.com,,newspaper,News-Gazette,IL,17019,
journalpilot.com,,newspaper,Hancock County Journal-Pilot,IL,17067,
timesrepublic.info,,newspaper,Times-Republic,IL,17075,
dailydem.com,,newspaper,Fort Madison Daily Democrat,IA,19111,
fayettecountynewspapers.com,,newspaper,Union Echo Leader,IA,19065,
swiowanewssource.com,,newspaper,Audubon County Advocate Journal,IA,19009,
communitynewspapergroup.com,,newspaper,Independence Bulletin-Journal,IA,19019,
journal-republican.com,,newspaper,Piatt County Journal-Republican,IL,17147,
newsbug.info,,newspaper,Kankakee Valley Post-News,IN,18073,
thecourierexpress.com,,newspaper,The Courier-Express,PA,42033,
bradfordera.com,,newspaper,The Bradford Era,PA,42083,
fltimes.com,,newspaper,Finger Lakes Times,NY,36069,
eaglenewsonline.com,,newspaper,Eagle Observer,NY,36067,
cherokeescout.com,,newspaper,Cherokee Scout,NC,37039,
claycountyprogress.com,,newspaper,Clay County Progress,NC,37043,
thefranklinpress.com,,newspaper,The Franklin Press,NC,37113,
highlandsnews.com,,newspaper,The Highlander,NC,37113,
mitchellnews.com,,newspaper,Mitchell News-Journal,NC,37121,
grahamstar.com,,newspaper,The Graham Star,NC,37075,
thesmokymountaintimes.com,,newspaper,Smoky Mountain Times,NC,37173,
theclaytontribune.com,,newspaper,Clayton Tribune,GA,13241,
thetoccoarecord.com,,newspaper,Toccoa Record,GA,13257,
thepress-sentinel.com,,newspaper,Press-Sentinel,GA,13305,
whitecountynews.net,,newspaper,White County News,GA,13311,
timescourier.com,,newspaper,Times-Courier,GA,13123,
thenortheastgeorgian.com,,newspaper,Northeast Georgian,GA,13137,
thehartwellsun.com,,newspaper,Hartwell Sun,GA,13147,
franklincountycitizen.com,,newspaper,Franklin County Citizen Leader,GA,13119,
elberton.com,,newspaper,The Elberton Star,GA,13105,
thenewsobserver.com,,newspaper,The News Observer,GA,13111,
thedahloneganugget.com,,newspaper,Dahlonega Nugget,GA,13187,
lakecityreporter.com,,newspaper,Lake City Reporter,FL,12023,
tribune-georgian.com,,newspaper,Tribune and Georgian,GA,13039,
palatkadailynews.com,,newspaper,Palatka Daily News,FL,12107,
fbnewsleader.com,,newspaper,The News-Leader,FL,12089,
nassaucountyrecord.com,,newspaper,Nassau County Record,FL,12089,
dixonpilot.com,,newspaper,The Dixon Pilot,MO,29169,
frankfortareanews.com,,newspaper,Frankfort Area News,KS,20117,
thecitizen.us,,newspaper,The Citizen,PA,42003,
annistonstar.com,,newspaper,The Anniston Star,AL,01015,
memphisflyer.com,,newspaper,Memphis Flyer,TN,47157,
atokacountytimes.com,,newspaper,Atoka County Times,OK,40005,
stiglernews.com,,newspaper,Stigler News-Sentinel,OK,40061,
easterntimesregister.com,,newspaper,Eastern Times-Register,OK,40135,
sequoyahcountytimes.com,,newspaper,Sequoyah County Times,OK,40135,
therecordreporter.com,,newspaper,Record Reporter,ID,16003,
carnegieherald.com,,newspaper,Carnegie Herald,OK,40015,
bolivarbullet.com,,newspaper,The Bolivar Bullet,MS,28011,
glenvillewv.com,,newspaper,The Glenville Democrat/Pathfinder,WV,54021,
journalreporterleon.com,,newspaper,Leon Journal-Reporter,IA,19053,
hampshirereview.com,,newspaper,Hampshire Review,WV,54027,
spiritofjefferson.com,,newspaper,Spirit of Jefferson,WV,54037,
pikecountyexpress.com,,newspaper,Pike County Express,IL,17149,
triplicate.com,,newspaper,The Del Norte Triplicate,CA,06015,
polkio.com,,newspaper,Polk County Itemizer-Observer,OR,41053,
tillamookheadlightherald.com,,newspaper,Headlight-Herald,OR,41057,
thenewsguard.com,,newspaper,Lincoln County Leader,OR,41041,
thesiuslawnews.com,,newspaper,Siuslaw News,OR,41039,
cgsentinel.com,,newspaper,Cottage Grove Sentinel,OR,41039,
theworldlink.com,,newspaper,World,OR,41011,
currypilot.com,,newspaper,Curry Coastal Pilot,OR,41015,
conwaydailysun.com,,newspaper,Conway Daily Sun,NH,33003,
berlindailysun.com,,newspaper,Berlin Daily Sun,NH,33007,
gloucestercitynews.net,,newspaper,Gloucester City News,NJ,34007,
countywidenews.com,,newspaper,Countywide and Sun,OK,40125,
thelickingvalleycourier.com,,newspaper,Licking Valley Courier,KY,21175,
thedailycourier.com,,newspaper,Daily Courier,OR,41033,
virginianreview.com,,newspaper,The Virginian Review,VA,51005,
spokesman.com,,newspaper,The Spokesman-Review,WA,53063,
marionstar.com,,newspaper,Marion Star,OH,39101,
ajc.com,,newspaper,Atlanta Journal-Constitution,GA,13121,
coyote-tv.com,,newspaper,High Desert Advocate,NV,32007,
gadsdenmessenger.com,,newspaper,Gadsden Messenger,AL,01055,
uvaldeleadernews.com,,newspaper,Uvalde Leader-News,TX,48463,
frio-nuecescurrent.com,,newspaper,Frio-Nueces Current,TX,48163,
chicagobusiness.com,,newspaper,Crain's Chicago Business,IL,17031,
crainsnewyork.com,,newspaper,Crain's New York Business,NY,36061,
crainsdetroit.com,,newspaper,Crain's Detroit Business,MI,26163,
medina-gazette.com,,newspaper,Gazette,OH,39103,
gapostbyronbuzz.com,,newspaper,Georgia Post,GA,13079,
crestedbuttenews.com,,newspaper,Crested Butte News,CO,08051,
theimnews.com,,newspaper,Intermountain News,CA,06089,
theeveningtimes.com,,newspaper,West Memphis Evening Times,AR,05035,
press-times.com,,newspaper,Power County Press,ID,16077,
c-icourier.com,,newspaper,Ironton Courier,MN,27035,
thefranklintimes.com,,newspaper,Franklin Times,NC,37069,
crothersvilletimes.com,,newspaper,Crothersville Times,IN,18071,
duxburyclipper.com,,newspaper,Duxbury Clipper,MA,25023,
c-ville.com,,newspaper,C-Ville Weekly,VA,51003,
stowindependent.com,,newspaper,The Stow & Bolton Independent,MA,25017,
desototimes.com,,newspaper,DeSoto Times-Tribune,MS,28033,
sgmnews.com,,newspaper,Standard Gazette & Messenger,MN,27129,
sevendaysvt.com,,newspaper,Seven Days,VT,50007,
taftmidwaydriller.com,,newspaper,Daily Midway Driller,CA,06029,
standardbanner.com,,newspaper,Jefferson Standard-Banner,TN,47089,
capitaldemocrat.com,,newspaper,Sioux County Capital-Democrat,IA,19167,
thedalharttexan.com,,newspaper,Dalhart Texan,TX,48111,
dallasnews.com,,newspaper,The Dallas Morning News,TX,48113,
gcrnews.com,,newspaper,Greeley County Republican,KS,20071,
backroadsnews.com,,newspaper,Washington County News,KS,20201,
webstercountycitizen.com,,newspaper,Webster County Citizen,MO,29225,
post-register.com,,newspaper,Lockhart Post-Register,TX,48055,
postsignal.com,,newspaper,The Post-Signal,TX,48121,
thedanielislandnews.com,,newspaper,Daniel Island News,SC,45015,
claycountyleader.com,,newspaper,Clay County Leader,TX,48077,
vernonrecord.com,,newspaper,The Vernon Daily Record,TX,48487,
iowaparkjournal.com,,newspaper,Iowa Park Journal,TX,48485,
burknews.com,,newspaper,Burkburnett Informer Star,TX,48485,
thebernicebanner.com,,newspaper,The Bernice Banner,LA,22111,
stewartcountystandard.com,,newspaper,Stewart County Standard,TN,47161,
thedariennews.net,,newspaper,Darien News,GA,13191,
northernplainsindependent.com,,newspaper,Northern Plains Independent,MT,30085,
yourforneymessenger.com,,newspaper,Forney Messenger,TX,48257,
bulletintimesnews.com,,newspaper,Bulletin-Times,TN,47069,
overtoncountynews.com,,newspaper,Overton County News,TN,47133,
fairfieldsuntimes.com,,newspaper,Times-Leader,MT,30099,
bensonfouroaksnews.com,,newspaper,Four Oaks-Benson News in Review,NC,37101,
pineconepresscitizen.com,,newspaper,Pine Cone Press-Citizen,MN,27021,
thesunontheweb.com,,newspaper,The Sun,PA,42043,
martincountymessenger.com,,newspaper,Martin County Messenger,TX,48317,
greenwoodranger.com,,newspaper,Greenwood Ranger,TX,48329,
boonecountyjournal.com,,newspaper,Boone County Journal,IL,17007,
cherokeeherald.com,,newspaper,The Cherokee Post-Herald,AL,01019,
thepostnewspaper.net,,newspaper,The Post Newspaper,TX,48167,
cunews.info,,newspaper,Ajo Copper News,AZ,04019,
donalsonvillenews.com,,newspaper,Donalsonville News,GA,13253,
coveleaderpress.com,,newspaper,Copperas Cove Leader-Press,TX,48099,
sentineltimes.com,,newspaper,Galena Sentinel Times,KS,20021,
claytimesjournal.com,,newspaper,Clay Times-Journal,AL,01027,
cascadiadaily.com,,newspaper,Cascadia Daily News,WA,53073,
beltonjournal.com,,newspaper,Belton Journal,TX,48027,
jeffcountynews.com,,newspaper,The Oskaloosa Independent,KS,20087,
headlightherald.com,,newspaper,Tracy Area Headlight-Herald,MN,27083,
florence-forestnews.com,,newspaper,Florence Mining News,WI,55037,
junctioneagle.com,,newspaper,Junction Eagle,TX,48267,
miamivalleytoday.com,,newspaper,Miami Valley Today,OH,39109,
callnewspapers.com,,newspaper,St. Louis Call Newspapers,MO,29189,
grotonherald.com,,newspaper,Groton Herald,MA,25017,
vt-world.com,,newspaper,The World,VT,50023,
londonderrytimes.net,,newspaper,Londonderry Times,NH,33015,
progresstimes.net,,newspaper,Progress Times,TX,48215,
clarkecountydemocrat.com,,newspaper,Clarke County Democrat,AL,01025,
southalabamian.com,,newspaper,The South Alabamian,AL,01025,
thethomasvilletimes.com,,newspaper,The Thomasville Times,AL,01025,
thecallnews.com,,newspaper,Call News,AL,01097,
washcountynews.com,,newspaper,Washington County News,AL,01129,
