domain,path,type,media_name,state_abbr,countyFIPS,is_local_news_site
pickensprogress.com,,newspaper,Pickens County Progress,GA,13227,
fauquier.com,,newspaper,Fauquier Times,VA,51061,
princewilliamtimes.com,,newspaper,Prince William Times,VA,51153,
tacomaweekly.com,,newspaper,Tacoma Weekly,WA,53053,
ozarkal.news,,newspaper,The Southern Star,AL,01045,
unionsprings.news,,newspaper,Union Springs Herald,AL,01011,
calais.news,,newspaper,The Calais Advertiser,ME,23029,
machiasnews.com,,newspaper,Machias Valley News Observer,ME,23029,
thepilot.com,,newspaper,The Pilot,NC,37125,
pineknotnews.com,,newspaper,Pine Knot News,MN,27017,
recordpatriot.com,,newspaper,Benzie County Record-Patriot,MI,26019,
lakecountystar.com,,newspaper,Lake County Star,MI,26085,
ketchikandailynews.com,,newspaper,Ketchikan Daily News,AK,02130,
pipestonestar.com,,newspaper,Pipestone County Star,MN,27117,
stantonregister.com,,newspaper,Stanton Register,NE,31167,
myknoxcountynews.com,,newspaper,Knox County News,NE,31107,
grossepointenews.com,,newspaper,Grosse Pointe News,MI,26163,
thepolkcountynews.com,,newspaper,Polk County News,TN,47139,
easttexasnews.com,,newspaper,Trinity County News-Standard ,TX,48455,
tylercountybooster.com,,newspaper,Tyler County Booster,TX,48457,
polkenterprise.com,,newspaper,Polk County Enterprise,TX,48373,
nmbtimes.com,,newspaper,North Myrtle Beach Times,SC,45051,
tonkawanews.com,,newspaper,Tonkawa News,OK,40071,
poncacitynews.com,,newspaper,The Ponca City News,OK,40071,
enterprisenews.org,,newspaper,The Enterprise,TX,48247,
ozaukeepress.com,,newspaper,Ozaukee Press,WI,55089,
tribuneandtimes.com,,newspaper,Tribune and Times,MO,29037,
holtonrecorder.net,,newspaper,The Holton Recorder,KS,20085,
suncoastnews.com,,newspaper,Suncoast News,FL,12101,
tampabay.com,,newspaper,Tampa Bay Times,FL,12103,
tbnweekly.com,,newspaper,Belleair/Largo Bee,FL,12103,
hanskaherald.com,,newspaper,The Hanska Herald,MN,27015,
theflatoniaargus.com,,newspaper,The Flatonia Argus,TX,48149,
pinecitymn.com,,newspaper,Pine City Pioneer,MN,27115,
readthecitizen.com,,newspaper,The Citizen,MN,27163,
bellvilletimes.com,,newspaper,The Bellville Times,TX,48015,
bctribune.com,,newspaper,Burleson County Tribune,TX,48051,
lulingnewsboy.com,,newspaper,Luling Newsboy and Signal,TX,48055,
lavacacountytoday.com,,newspaper,The Moulton Eagle,TX,48285,
giddingstimes.com,,newspaper,Giddings Times and News,TX,48287,
barnesvillerecordreview.net,,newspaper,Barnesville Record Review,MN,27027,
hawleyherald.net,,newspaper,The Hawley Herald,MN,27027,
the-daily-record.com,,newspaper,Daily Record,OH,39169,
powelltribune.com,,newspaper,Powell Tribune,WY,56029,
theherald.online,,newspaper,Havana Herald,FL,12039,
signalamerican.com,,newspaper,Weiser Signal American,ID,16087,
herald-leader.net,,newspaper,Herald-Leader,GA,13017,
ulyssesnews.com,,newspaper,The Ulysses News,KS,20067,
journalreview.com,,newspaper,Journal Review,IN,18107,
carthagecourier.com,,newspaper,Carthage Courier,TN,47159,
thejournalera.com,,newspaper,Journal Era,MI,26021,
princessanneindy.com,,newspaper,The Princess Anne Independent News,VA,51810,
theordquiz.com,,newspaper,The Ord Quiz,NE,31175,
newtownbee.com,,newspaper,Newtown Bee,CT,09190,
thefallonpost.org,,newspaper,The Fallon Post,NV,32001,
hendersonindependentnews.com,,newspaper,Henderson Independent,MN,27143,
dominionpost.com,,newspaper,Dominion Post,WV,54061,
montgomeryindependent.com,,newspaper,Montgomery Independent,AL,01101,
ramblernewspapers.com,,newspaper,Rambler,TX,48113,
ozonastockman.com,,newspaper,The Ozona Stockman,TX,48105,
bannerpresspaper.com,,newspaper,The Banner Press Newspaper,TX,48089,
thevidorian.com,,newspaper,The Vidor Vidorian,TX,48361,
piercecountyleader.com,,newspaper,Pierce County Leader,NE,31139,
therandolphleader.com,,newspaper,The Randolph Leader,AL,01111,
bcrnews.net,,newspaper,Berrien County Record,MI,26021,
doniphanherald.com,,newspaper,Doniphan Herald,NE,31079,
mitchellnewspaper.com,,newspaper,Mitchell County Enterprise Journal,GA,13205,
community-news.com,,newspaper,The Community News,TX,48367,
mybiglake.com,,newspaper,The Big Lake Wildcat,TX,48383,
myeldorado.net,,newspaper,The Eldorado Success,TX,48413,
telluridenews.com,,newspaper,Telluride Daily Planet,CO,08113,
bonanzavalleyvoice.com,,newspaper,Bonanza Valley Voice,MN,27145,
rappnews.com,,newspaper,Rappahannock News,VA,51157,
rapptimes.news,,newspaper,Rappahannock Times,VA,51057,
rrecord.com,,newspaper,Rappahannock Record,VA,51103,
hardwickgazette.com,,newspaper,Hardwick Gazette,VT,50005,
thebargainhunter.com,,newspaper,Wooster Weekly News,OH,39169,
bryantimes.com,,newspaper,Bryan Times,OH,39171,
hardylive.com,,newspaper,Moorefield Examiner,WV,54031,
realchangenews.org,,newspaper,Real Change,WA,53033,
bigstonegappost.com,,newspaper,The Post ,VA,51195,
thecoalfieldprogress.com,,newspaper,The Coalfield Progress,VA,51195,
dickensonstar.com,,newspaper,The Dickenson Star ,VA,51051,
blackwelljournaltribune.net,,newspaper,Blackwell Journal-Tribune,OK,40071,
marlowreview.com,,newspaper,Marlow Review,OK,40137,
lamardemocrat.com,,newspaper,Lamar Democrat,MO,29011,
monroecountyappeal.com,,newspaper,Monroe-Ralls,MO,29137,
lewispnj.com,,newspaper,Canton Press-News Journal,MO,29111,
dewitt-ee.com,,newspaper,De Witt Era-Enterprise,AR,05001,
thecurrent.press,,newspaper,The Current,KY,21075,
bourboncountycitizen.com,,newspaper,Bourbon County Citizen,KY,21017,
currycountyreporter.com,,newspaper,Curry County Reporter,OR,41015,
thewoodstockindependent.com,,newspaper,Woodstock Independent,IL,17111,
personcountylife.com,,newspaper,Courier-Times,NC,37145,
mydailyrecord.com,,newspaper,Daily Record,NC,37085,
mcintosh-star-tribune.com,,newspaper,McIntosh County Star-Tribune,ND,38051,
thepampanews.com,,newspaper,The Pampa News,TX,48179,
hippopress.com,,newspaper,Hippo Press,NH,33011,
sanmiguelbasinforum.com,,newspaper,San Miguel Basin Forum,CO,08085,
pdjnews.com,,newspaper,Perry Daily Journal,OK,40103,
wdnonline.com,,newspaper,Weatherford Daily News,OK,40039,
kingfisherpress.net,,newspaper,Kingfisher Times and Free Press,OK,40073,
lamardemocratnews.com,,newspaper,Lamar Democrat,AL,01075,
hillsbororeporter.com,,newspaper,Hillsboro Reporter,TX,48217,
theccreporter.com,,newspaper,Reporter,MO,29029,
republictimes.net,,newspaper,Republic-Times,IL,17133,
thegreenvillestandard.com,,newspaper,The Greenville Standard,AL,01013,
fcjournal.net,,newspaper,Falls City Journal,NE,31147,
tjournalnews.com,,newspaper,The Journal,GA,13197,
kiowacountydemocrat.com,,newspaper,Kiowa County Democrat,OK,40075,
t-g.com,,newspaper,Shelbyville Times-Gazette,TN,47003,
thecamdenchronicle.com,,newspaper,Camden Chronicle,TN,47005,
chestercountyindependent.com,,newspaper,Chester County Independent,TN,47023,
newsleaderonline.com,,newspaper,Carroll County News-Leader,TN,47017,
citizen-statesman.net,,newspaper,Citizen-Statesman,TN,47027,
bartlett-express.com,,newspaper,Bartlett Express,TN,47157,
colliervilleh-i.com,,newspaper,Collierville Herald-Independent,TN,47157,
shelby-news.com,,newspaper,Germantown News & Shelby Sun Times,TN,47157,
waynecountynews.net,,newspaper,Wayne County News,TN,47181,
dresdenenterprise.com,,newspaper,Dresden Enterprise,TN,47183,
martinpost.news,,newspaper,Martin Post,TN,47183,
covingtonleader.com,,newspaper,Covington Leader,TN,47167,
buffaloriverreview.com,,newspaper,Buffalo River Review,TN,47135,
jacksonpost.news,,newspaper,The Jackson Post,TN,47113,
lakecountybanner.com,,newspaper,Lake County Banner,TN,47095,
fentresscourier.net,,newspaper,Fentress Courier Today,TN,47049,
crockettcountytimes.com,,newspaper,Crockett County Times,TN,47033,
thewaverlynews-democrat.com,,newspaper,News-Democrat,TN,47085,
jacksoncountysentinel.net,,newspaper,Jackson County Sentinel,TN,47087,
courieranywhere.com,,newspaper,The Courier,TN,47071,
theblacksheartimes.com,,newspaper,Blackshear Times,GA,13229,
wjhnews.com,,newspaper,Waycross Journal-Herald,GA,13299,
brantleybeacon.com,,newspaper,Brantley Beacon,GA,13025,
thecreweburkevillejournal.com,,newspaper,The Crewe-Burkeville Journal,VA,51135,
powellvalleynews.net,,newspaper,Powell Valley News,VA,51105,
thesidellreporter.com,,newspaper,Sidell Reporter,IL,17183,
ripleynews.com,,newspaper,The Versailles Republican and Osgood Republican,IN,18137,
lexingtonleader.com,,newspaper,Lexington Leader,TX,48287,
theritchiegazette.com,,newspaper,Ritchie Gazette & Cairo Standard,WV,54085,
havasunews.com,,newspaper,Today's News Herald ,AZ,04015,
kdminer.com,,newspaper,The Kingman Miner,AZ,04015,
mohavedailynews.com,,newspaper,Mohave Valley Daily News,AZ,04015,
wickenburgsun.com,,newspaper,Wickenburg Sun,AZ,04013,
parkerpioneer.net,,newspaper,Parker Pioneer,AZ,04012,
needlesdesertstar.com,,newspaper,Needles Desert Star,CA,06071,
coastalview.com,,newspaper,Coastal View News,CA,06083,
staplesworld.com,,newspaper,Staples World,MN,27159,
times-advocate.com,,newspaper,Times-Advocate,CA,06073,
valleycenter.com,,newspaper,Valley Roadrunner,CA,06073,
thesuntimesnews.com,,newspaper,Sun Times News,MI,26161,
statelinetribune.com,,newspaper,State Line Tribune,TX,48369,
prairiepress.net,,newspaper,The Prairie Press,IL,17045,
republicmonitor.com,,newspaper,Republic Monitor,MO,29077,
flippinonline.com,,newspaper,The Mountain Echo,AR,05089,
vhtx.news,,newspaper,The Van Horn Advocate,TX,48109,
weeklyregistercall.com,,newspaper,Weekly Register-Call,CO,08047,
chiltoncountynews.com,,newspaper,Chilton County News,AL,01021,
cunninghamcourier.news,,newspaper,The Cunningham Courier,KS,20095,
lincnews.com,,newspaper,Lincoln News,ME,23019,
taosnews.com,,newspaper,Taos News,NM,35055,
santafenewmexican.com,,newspaper,Santa Fe New Mexican,NM,35049,
eurekaherald.com,,newspaper,The Eureka Herald,KS,20073,
coalgaterecordregister.com,,newspaper,Coalgate Record-Register,OK,40029,
holdenvilletribune.com,,newspaper,Holdenville Tribune,OK,40063,
allennewspaper.com,,newspaper,Allen Advocate,OK,40123,
rvpnews.com,,newspaper,Herald,IL,17201,
lombardian.info,,newspaper,Lombardian,IL,17043,
theindependentnewspapers.com,,newspaper,Villa Park Review,IL,17043,
belvideredailyrepublican.net,,newspaper,Belvidere Republican,IL,17007,
mywalworthcounty.com,,newspaper,Elkhorn Independent,WI,55127,
rockdalereporter.com,,newspaper,Rockdale Reporter,TX,48331,
rockfordsquire.com,,newspaper,Rockford Squire,MI,26081,
yourpickenscounty.com,,newspaper,Pickens County Courier,SC,45077,
scottcountyrecord.com,,newspaper,Scott County Record,KS,20171,
currentwave.news,,newspaper,Current Wave,MO,29203,
clarendonlive.com,,newspaper,The Clarendon Enterprise,TX,48129,
mountaincitizen.com,,newspaper,Mountain Citizen,KY,21159,
winneconnenews.com,,newspaper,Winneconne News,WI,55139,
swjpc.com,,newspaper,Stewart Webster Journal Patriot-Citizen,GA,13259,
hurricanebreezenews.com,,newspaper,Hurricane Breeze,WV,54011,
cannoncourier.com,,newspaper,Cannon Courier,TN,47015,
wrangellsentinel.com,,newspaper,Wrangell Sentinel,AK,02275,
insideonline.com,,newspaper,Inside-Booster,IL,17031,
wrightcountyjournal.com,,newspaper,Wright County Journal,MO,29229,
smdp.com,,newspaper,Santa Monica Daily Press,CA,06037,
rounduprecord.com,,newspaper,Roundup Record-Tribune/Winnett Times,MT,30065,
wcmessenger.com,,newspaper,Wise County Messenger,TX,48497,
thetruecitizen.com,,newspaper,True Citizen,GA,13033,
themillennews.com,,newspaper,The Millen News,GA,13165,
robconews.com,,newspaper,Robertson County News,TX,48395,
mountainhomenews.com,,newspaper,Mountain Home News,ID,16039,
osceolatimes.com,,newspaper,Osceola Times,AR,05093,
blythevillecourier.com,,newspaper,NEA Town Courier,AR,05093,
democrattribune.com,,newspaper,Poinsett County Democrat Tribune,AR,05111,
fstribune.com,,newspaper,The Fort Scott Tribune,KS,20011,
mccookgazette.com,,newspaper,The McCook Gazette ,NE,31145,
theprospectnews.com,,newspaper,The Prospect-News,MO,29181,
nevadadailymail.com,,newspaper,The Nevada Daily Mail,MO,29217,
standard-democrat.com,,newspaper,Standard Democrat,MO,29201,
dddnews.com,,newspaper,Daily Dunklin Democrat,MO,29069,
semissourian.com,,newspaper,Southeast Missourian,MO,29031,
darnews.com,,newspaper,Daily American Republic,MO,29023,
thebannerpress.com,,newspaper,Banner-Press,MO,29017,
rustonleader.com,,newspaper,Ruston Daily Leader,LA,22061,
scnoneida.net,,newspaper,Scott County News,TN,47151,
thearcticsounder.com,,newspaper,The Arctic Sounder,AK,02185,
adn.com,,newspaper,Anchorage Daily News,AK,02020,
republicannonpareil.com,,newspaper,Central City Republican-Nonpareil,NE,31121,
palaciosbeacon.com,,newspaper,Palacios Beacon,TX,48321,
ccenterdispatch.com,,newspaper,Clay Center Dispatch,KS,20027,
junctioncityunion.com,,newspaper,The Junction City Union,KS,20061,
esthervillenews.net,,newspaper,Estherville News,IA,19063,
thetimes24-7.com,,newspaper,The Times,IN,18057,
thepaper24-7.com,,newspaper,The Paper of Montgomery County,IN,18107,
douglas-budget.com,,newspaper,Douglas Budget,WY,56009,
lehifreepress.com,,newspaper,Lehi Free Press,UT,49049,
thesylvaniatimes.com,,newspaper,The Sylvania Times,GA,13251,
thegracevillenews.com,,newspaper,Graceville News,FL,12063,
thejenatimes.net,,newspaper,The Jena Times Olla-Tullos-Urania Signal,LA,22059,
starandwave.com,,newspaper,Cape May Star and Wave,NJ,34009,
ocsentinel.com,,newspaper,Ocean City Sentinel,NJ,34009,
thedailynewsonline.com,,newspaper,Daily News,NY,36037,
westsenecabee.com,,newspaper,West Seneca Bee,NY,36029,
lancasterbee.com,,newspaper,Lancaster Bee,NY,36029,
orchardparkbee.com,,newspaper,Orchard Park Bee,NY,36029,
amherstbee.com,,newspaper,Amherst Bee,NY,36029,
cheektowagabee.com,,newspaper,Cheektowaga Bee,NY,36029,
clarencebee.com,,newspaper,Clarence Bee,NY,36029,
eastaurorabee.com,,newspaper,East Aurora Bee,NY,36029,
thelcn.com,,newspaper,Livingston County News,NY,36051,
titusvillenewsjournal.com,,newspaper,Titusville News-Journal,PA,42039,
shipnc.com,,newspaper,The Shippensburg News-Chronicle,PA,42041,
dailycourier.com,,newspaper,Daily Courier,PA,42051,
nenjnews.com,,newspaper,North East News-Journal,PA,42049,
thecorryjournal.com,,newspaper,The Corry Journal,PA,42049,
huntingdondailynews.com,,newspaper,The Huntingdon Daily News,PA,42061,
indianagazette.com,,newspaper,Indiana Gazette,PA,42063,
gettysburgtimes.com,,newspaper,Gettysburg Times,PA,42001,
leadertimes.com,,newspaper,Leader-Times,PA,42005,
bedfordgazette.com,,newspaper,Bedford Gazette,PA,42009,
thedailyreview.com,,newspaper,Daily Review,PA,42015,
morning-times.com,,newspaper,Morning Times,PA,42015,
latrobebulletinnews.com,,newspaper,Ligonier Echo,PA,42129,
newsitem.com,,newspaper,News-Item,PA,42097,
standard-journal.com,,newspaper,The Standard-Journal,PA,42097,
citizenstandard.com,,newspaper,Citizen-Standard,PA,42107,
timesargus.com,,newspaper,Times-Argus,VT,50023,
rutlandherald.com,,newspaper,Rutland Herald,VT,50021,
sanfernandosun.com,,newspaper,San Fernando Valley Sun,CA,06037,
sjrnews.com,,newspaper,San Juan Record,UT,49037,
thesanbornpioneer.com,,newspaper,Sanborn Pioneer,IA,19141,
crestviewbulletin.com,,newspaper,Crestview News Bulletin,FL,12091,
navarrepress.com,,newspaper,Navarre Press,FL,12113,
srpressgazette.com,,newspaper,Santa Rosa's Press Gazette,FL,12113,
heraldenterprise.com,,newspaper,Herald-Enterprise,IL,17151,
thevosm.net,,newspaper,Voice of South Marion,FL,12083,
mysanfordherald.com,,newspaper,Sanford Herald,FL,12117,
sanpetemessenger.com,,newspaper,Sanpete Messenger,UT,49039,
whitewrightsun.online,,newspaper,The Whitewright Sun,TX,48181,
marysvilleonline.net,,newspaper,Marysville Advocate,KS,20117,
idahocountyfreepress.com,,newspaper,Idaho County Free Press,ID,16049,
clearwaterprogress.com,,newspaper,Clearwater Progress,ID,16061,
lincolnsentinel.com,,newspaper,Lincoln Sentinel-Republican,KS,20105,
jlsnewsgroup.com,,newspaper,Hill City Times,KS,20065,
edgertonearth.com,,newspaper,Edgerton Earth,OH,39171,
trib-news.com,,newspaper,Todd County Tribune,SD,46121,
bennettcountyboostersd.com,,newspaper,Bennett County Booster II,SD,46007,
sheridancountyjournalstar.net,,newspaper,Sheridan County Journal Star,NE,31161,
brooklynpaper.com,,newspaper,Bay News,NY,36047,
bxtimes.com,,newspaper,Bronx Times Reporter,NY,36005,
metrophiladelphia.com,,newspaper,Metro Philadelphia,PA,42101,
moorelandleader.com,,newspaper,Mooreland Leader,OK,40153,
thinkstewartville.com,,newspaper,Stewartville Star,MN,27109,
lakecitygraphic.com,,newspaper,Lake City Graphic,MN,27157,
scoopmedianews.com,,newspaper,Scoop Media News,NE,31087,
trussvilletribune.com,,newspaper,The Trussville Tribune,AL,01073,
virginiastar.net,,newspaper,Scott County Virginia Star,VA,51169,
parkstonadvance.com,,newspaper,Parkston Advance,SD,46067,
freestonecountytimesonline.com,,newspaper,The Freestone County Times,TX,48161,
smokymountainnews.com,,newspaper,Smoky Mountain News,NC,37087,
nationscenternews.com,,newspaper,Nation's Center News,SD,46063,
bhpioneer.com,,newspaper,Black Hills Pioneer,SD,46081,
hastingstribune.com,,newspaper,Hastings Tribune,NE,31001,
ctnewsonline.com,,newspaper,The Cowley Courier Traveler,KS,20035,
pottcotimes.com,,newspaper,Wamego Times,KS,20149,
themercury.com,,newspaper,Manhattan Mercury,KS,20161,
gjsentinel.com,,newspaper,Daily Sentinel,CO,08077,
thesheridanpress.com,,newspaper,Sheridan Press,WY,56033,
yakimaherald.com,,newspaper,Yakima Herald-Republic,WA,53077,
union-bulletin.com,,newspaper,Walla Walla Union-Bulletin,WA,53071,
seattletimes.com,,newspaper,Seattle Times,WA,53033,
selkirksun.com,,newspaper,Selkirk Sun,WA,53051,
countrymessenger.com,,newspaper,Country Messenger,MN,27163,
theinquisitor.com,,newspaper,The Inquisitor,LA,22017,
auroraadvertiser.net,,newspaper,Aurora Advertiser,MO,29109,
neoshodailynews.com,,newspaper,Neosho Daily News,MO,29145,
shafterpress.net,,newspaper,Shafter Press,CA,06029,
quanahtribunechief.com,,newspaper,Quanah Tribune-Chief,TX,48197,
leadercourier-times.com,,newspaper,Dakota Dunes Times North Sioux City ,SD,46127,
homerindex.com,,newspaper,Homer Index,MI,26025,
laferianews.net,,newspaper,La Feria News,TX,48061,
adairvoice.com,,newspaper,Adair County Community Voice,KY,21001,
panhandleherald.com,,newspaper,Panhandle Herald/White Deer News,TX,48065,
pleasureisland.news,,newspaper,Pleasure Island News,NC,37129,
westessextribune.net,,newspaper,West Essex Tribune of Livingston,NJ,34013,
hobbsnews.com,,newspaper,Hobbs News-Sun,NM,35025,
coloradocityrecord.com,,newspaper,Colorado City Record,TX,48335,
millardccp.com,,newspaper,Millard County Chronicle Progress,UT,49027,
stevenscountytimes.com,,newspaper,Stevens County Times,MN,27149,
franklincountytimes.com,,newspaper,Franklin County Times,AL,01059,
timesdaily.com,,newspaper,Times Daily,AL,01077,
moultonadvertiser.com,,newspaper,The Moulton Advertiser,AL,01079,
advertisergleam.com,,newspaper,Advertiser-Gleam,AL,01095,
hartselleenquirer.com,,newspaper,Hartselle Enquirer,AL,01103,
decaturdaily.com,,newspaper,The Decatur Daily,AL,01103,
sheridansentinel.com,,newspaper,The Sheridan Sentinel,KS,20179,
atmorenews.com,,newspaper,Atmore News,AL,01053,
lmgraphic.com,,newspaper,Lake Mills Graphic,IA,19189,
laytonville.org,,newspaper,Mendocino County Observer,CA,06045,
