scope,url,media_name,media_type,media_focus,language,domain,state_abbr
Syosset,http://www.antonnews.com/syossetjerichotribune.html,Syosset Jericho Tribune,NP,GI,ENG,antonnews.com,ny
Syracuse,http://www.thecatholicsun.com/,Catholic Sun,NP,RL,ENG,thecatholicsun.com,ny
Syracuse,http://www.cnybj.com/,Central New York Business Journal,NP,BU,ENG,cnybj.com,ny
Syracuse,http://www.cnylatino.com/,CNY Latino,NP,ET,SPA,cnylatino.com,ny
Syracuse,http://www.cnylink.com/,CNY Link,IN,GI,ENG,cnylink.com,ny
Syracuse,http://www.cnyvision.com/,CNY Vision,NP,ET,ENG,cnyvision.com,ny
Syracuse,http://dailyorange.com/,Daily Orange,NP,CO,ENG,dailyorange.com,ny
Syracuse,http://www.theeaglecny.com/,Eagle,NP,GI,ENG,theeaglecny.com,ny
Syracuse,http://www.familytimes.biz/,Family Times,MG,PT,ENG,familytimes.biz,ny
Syracuse,http://www.syracuse.com/,Post Standard,NP,GI,ENG,syracuse.com,ny
Syracuse,http://scotsmanonline.com/,Scotsman Pennysaver,NP,SH,ENG,scotsmanonline.com,ny
Syracuse,http://www.syracusenewtimes.com/newyork/,Syracuse New Times,NP,AL,ENG,syracusenewtimes.com,ny
Syracuse,http://www.syracuseparent.net/,Syracuse Parent,MG,PT,ENG,syracuseparent.net,ny
Syracuse,http://www.urbancny.com/,Urban CNY,NP,ET,ENG,urbancny.com,ny
Syracuse,http://waer.org/,WAER,BC,GI,ENG,waer.org,ny
Syracuse,http://www.cnycentral.com/,WSTM,BC,GI,ENG,cnycentral.com,ny
Syracuse,http://www.9wsyr.com/default.aspx,WSYR,BC,GI,ENG,9wsyr.com,ny
Syracuse,http://www.wsyr.com/main.html,WSYR,BC,GI,ENG,wsyr.com,ny
Tarrytown,http://www.thehudsonindependent.com/,Hudson Independent,NP,GI,ENG,thehudsonindependent.com,ny
Tarrytown,http://www.riverjournalonline.com/,River Journal,NP,GI,ENG,riverjournalonline.com,ny
Tonawanda,http://tonawanda-news.com/,Tonawanda News,NP,GI,ENG,tonawanda-news.com,ny
Troy,http://poly.rpi.edu/,Polytechnic,NP,CO,ENG,poly.rpi.edu,ny
Troy,http://www.troyrecord.com/,Troy Record,NP,GI,ENG,troyrecord.com,ny
Tupper Lake,http://www.tlfreepress.com/,Tupper Lake Free Press,NP,GI,ENG,tlfreepress.com,ny
Utica,http://www.cnyhomepage.com/,CNY Homepage,BC,GI,ENG,cnyhomepage.com,ny
Utica,http://www.tmvbj.com/,Mohawk Valley Business Journal,NP,BU,ENG,tmvbj.com,ny
Utica,http://www.uticaod.com/,Observer Dispatch,NP,GI,ENG,uticaod.com,ny
Utica,http://wibx950.com/,WIBX,BC,GI,ENG,wibx950.com,ny
Utica,http://www.wktv.com/,WKTV,BC,GI,ENG,wktv.com,ny
Valley Stream,http://liherald.com/valleystream/,Valley Stream Herald,NP,GI,ENG,liherald.com,ny
Vestal,http://www.wecoverthetowns.com/index.php/vestal-town-crier/news,Vestal Town Crier,NP,GI,ENG,wecoverthetowns.com,ny
Walden,http://www.wallkillvalleytimes.net/,Wallkill Valley Times,NP,GI,ENG,wallkillvalleytimes.net,ny
Wappingers Falls,http://www.sdutchessnews.com/,Southern Dutchess News,NP,GI,ENG,sdutchessnews.com,ny
Warwick,http://warwickadvertiser.com/,Warwick Advertiser,NP,GI,ENG,warwickadvertiser.com,ny
Warsaw,http://www.warsawpennysaver.com/,Warsaw Penny Saver,NP,SH,ENG,warsawpennysaver.com,ny
Watertown,http://www.newzjunky.com/,Newz Junky,IN,GI,ENG,newzjunky.com,ny
Watertown,http://www.nnynow.com/,NNY Now,IN,GI,ENG,nnynow.com,ny
Watertown,http://www.watertowndailytimes.com/,Watertown Daily Times,NP,GI,ENG,watertowndailytimes.com,ny
Watertown,http://www.790wtny.com/,WTNY,BC,GI,ENG,790wtny.com,ny
Watertown,http://www.wwnytv.com/,WWNY,BC,GI,ENG,wwnytv.com,ny
Watertown,http://www.informnny.com/home,WWTI,BC,GI,ENG,informnny.com,ny
Webster,http://www.mpnnow.com/towns/webster/,Webster Post,NP,GI,ENG,mpnnow.com,ny
Wellsville,http://www.wellsvilledaily.com/,Wellsville Daily Reporter,NP,GI,ENG,wellsvilledaily.com,ny
West Babylon,http://www.longislandexchange.com/,Long Island Exchange,IN,GI,ENG,longislandexchange.com,ny
West Hempstead,http://liherald.com/westhempstead/,West Hempstead Herald,NP,GI,ENG,liherald.com,ny
West Nyack,http://www.rocklandreviewnews.com/,Rockland Review,NP,GI,ENG,rocklandreviewnews.com,ny
West Seneca,http://www.westsenecabee.com/,West Seneca Bee,NP,GI,ENG,westsenecabee.com,ny
Westbury,http://www.antonnews.com/westburytimes.html,Westbury Times,NP,GI,ENG,antonnews.com,ny
Westfield,http://www.westfieldrepublican.com/,Westfield Republican,NP,GI,ENG,westfieldrepublican.com,ny
White Plains,http://www.lohud.com/,Journal News,NP,GI,ENG,lohud.com,ny
White Plains,http://www.suburbanstreet.com/,Suburban Street,IN,GI,ENG,suburbanstreet.com,ny
White Plains,http://www.wcbizj.biz/,Westchester County Business,NP,BU,ENG,wcbizj.biz,ny
White Plains,http://www.lohud.com/section/NEWS0230/White-Plains-Express,White Plains Express,NP,GI,ENG,lohud.com,ny
White Plains,http://www.westchesterfamily.com,Westchester Family,MG,PT,ENG,westchesterfamily.com,ny
White Plains,http://www.risingmediagroup.com/westchestercrusader.html,Westchester Rising,NP,GI,ENG,risingmediagroup.com,ny
White Plains,http://www.whiteplainscnr.com/,White Plains Citizenet Reporter,IN,GI,ENG,whiteplainscnr.com,ny
White Plains,http://www.theexaminernews.com/category/news/the-white-plains-examiner/,White Plains Examiner,NP,GI,ENG,theexaminernews.com,ny
Whitehall,https://nyvtmedia.com/whitehall-times-online-edition/,Whitehall Times,NP,GI,ENG,nyvtmedia.com,ny
Williamson,http://www.sunandrecord.com/,Sun and Record,NP,GI,ENG,sunandrecord.com,ny
Windsor,http://www.wecoverthetowns.com/index.php/windsor-standard/news,Windsor Standard,NP,GI,ENG,wecoverthetowns.com,ny
Woodstock,http://www.woodstockx.com/,Woodstock Times,NP,GI,ENG,woodstockx.com,ny
Yonkers,http://www.plumalibrenews.com/,Pluma Libre,NP,ET,SPA,plumalibrenews.com,ny
Yonkers,http://westchestertimestribune.typepad.com/,Westchester Times Tribune,NP,GI,ENG,westchestertimestribune.typepad.com,ny
Yonkers,http://www.risingmediagroup.com/homenewstimes.html,Yonkers Rising,NP,GI,ENG,risingmediagroup.com,ny
Yonkers,http://www.yonkersrising.com/,Yonkers Rising,NP,GI,ENG,yonkersrising.com,ny
Yonkers,http://yonkerstribune.typepad.com/yonkers_tribune/,Yonkers Tribune,IN,GI,ENG,yonkerstribune.typepad.com,ny
Yorktown Heights,http://www.nypennysaver.com/,Yorktown PennySaver,NP,SH,ENG,nypennysaver.com,ny
State,http://www.ncinsider.com/,Insider,IN,GI,ENG,ncinsider.com,nc
State,http://www.news14.com/,News 14,BC,GI,ENG,news14.com,nc
State,http://www.ncnn.com/,North Carolina News Network,BC,GI,ENG,ncnn.com,nc
State,http://www.northcarolina.statenews.net/,State News,IN,GI,ENG,www.northcarolina.statenews.net,nc
Ahoskie,http://www.roanoke-chowannewsherald.com/,Roanoke Chowan News Herald,NP,GI,ENG,roanoke-chowannewsherald.com,nc
Albemarle,http://thesnaponline.com/,Stanly News and Press,NP,GI,ENG,thesnaponline.com,nc
Andrews,http://www.theandrewsjournal.com/,Andrews Journal,NP,GI,ENG,theandrewsjournal.com,nc
Apex,http://www.theapexherald.com/,Apex Herald,NP,GI,ENG,theapexherald.com,nc
Archdale,http://www.atnonline.net/,Archdale Trinity News,NP,GI,ENG,atnonline.net,nc
Asheboro,http://courier-tribune.com/,Asheboro Courier Tribune,NP,GI,ENG,courier-tribune.com,nc
Asheboro,http://randolphguide.com/,Randolph Guide,NP,GI,ENG,randolphguide.com,nc
Asheville,http://www.citizen-times.com/,Asheville Citizen Times,NP,GI,ENG,citizen-times.com,nc
Asheville,http://www.thetribunepapers.com/,Asheville Tribune,NP,GI,ENG,thetribunepapers.com,nc
Asheville,http://thebluebanner.net/,Blue Banner,NP,CO,ENG,thebluebanner.net,nc
Asheville,http://www.carolinapublicpress.org/,Carolina Public Press,IN,GI,ENG,carolinapublicpress.org,nc
Asheville,http://lavozindependiente.com/,La Voz Independiente,NP,ET,SPA,lavozindependiente.com,nc
Asheville,http://www.mountainx.com/,Mountain Xpress,NP,AL,ENG,mountainx.com,nc
Asheville,http://www.wlos.com/,WLOS,BC,GI,ENG,wlos.com,nc
Asheville,http://www.wwnc.com/main.html,WWNC,BC,GI,ENG,wwnc.com,nc
Beaufort,http://www.thegam.com/,Gam,NP,GI,ENG,thegam.com,nc
Black Mountain,http://www.blackmountainnews.com/,Black Mountain News,NP,GI,ENG,blackmountainnews.com,nc
Blowing Rock,http://www.blowingrocket.com/home,Blowing Rocket,NP,GI,ENG,blowingrocket.com,nc
Boone,http://www.theappalachianonline.com/,Appalachian,NP,CO,ENG,theappalachianonline.com,nc
Boone,http://www.highcountrypress.com/,High Country Press,NP,GI,ENG,highcountrypress.com,nc
Boone,http://mountaintimes.com/home,Mountain Times,NP,GI,ENG,mountaintimes.com,nc
Boone,http://www.goblueridge.net/,WATA,BC,GI,ENG,goblueridge.net,nc
Boone,http://www.mtn18.com/,WLNN,BC,GI,ENG,mtn18.com,nc
Boone,http://www.wataugademocrat.com/,Watauga Democrat,NP,GI,ENG,wataugademocrat.com,nc
Brevard,http://www.transylvaniatimes.com/,Transylvania Times,NP,GI,ENG,transylvaniatimes.com,nc
Bryson City,http://www.thesmokymountaintimes.com/,Smoky Mountain Times,NP,GI,ENG,thesmokymountaintimes.com,nc
Buies Creek,http://thecampbelltimes.com/,Campbell Times,NP,CO,ENG,thecampbelltimes.com,nc
Burgaw,http://www.post-voice.com/,Pender Topsail Post and Voice,NP,GI,ENG,post-voice.com,nc
Burlington,http://www.thetimesnews.com/,Times News,NP,GI,ENG,thetimesnews.com,nc
Burnsville,http://www.yanceytimesjournal.com/,Yancey Common Times Journal,NP,GI,ENG,yanceytimesjournal.com,nc
Camp Lejeune,http://www.camplejeuneglobe.com/,Globe,NP,ML,ENG,camplejeuneglobe.com,nc
Carolina Beach,http://islandgazette.net/news-server5/,Island Gazette,NP,GI,ENG,islandgazette.net,nc
Carrboro,http://www.carrborocitizen.com/main/,Carrboro Citizen,NP,GI,ENG,carrborocitizen.com,nc
Cary,http://www.caryhometimes.com/,Cary Home Times,IN,GI,ENG,caryhometimes.com,nc
Cary,http://www.carynews.com/,Cary News,NP,GI,ENG,carynews.com,nc
Cashiers,http://www.crossroadschronicle.com/,Crossroads Chronicle,NP,GI,ENG,crossroadschronicle.com,nc
Chapel Hill,http://www.chapelhillnews.com/,Chapel Hill News,NP,GI,ENG,chapelhillnews.com,nc
Chapel Hill,http://www.dailytarheel.com/,Daily Tar Heel,NP,CO,ENG,dailytarheel.com,nc
Charlotte,https://charlotte.axios.com/,Axios Charlotte,IN,GI,ENG,charlotte.axios.com,nc
Charlotte,http://www.catholicnewsherald.com/,Catholic News and Herald,NP,RL,ENG,catholicnewsherald.com,nc
Charlotte,http://www.bizjournals.com/charlotte/,Charlotte Business Journal,NP,BU,ENG,bizjournals.com,nc
Charlotte,http://www.charlottefive.com/,Charlotte Five,IN,GI,ENG,charlottefive.com,nc
Charlotte,http://www.charlotteobserver.com/,Charlotte Observer,NP,GI,ENG,charlotteobserver.com,nc
Charlotte,http://www.thecharlottepost.com/,Charlotte Post,NP,ET,ENG,thecharlottepost.com,nc
Charlotte,http://clclt.com/,Creative Loafing,NP,AL,ENG,clclt.com,nc
Charlotte,http://holanoticias.com/news/charlotte/,Hola Noticias,NP,ET,SPA,holanoticias.com,nc
Charlotte,http://www.lanoticia.com/,La Noticia,NP,ET,SPA,lanoticia.com,nc
Charlotte,http://mecktimes.com/,Mecklenburg Times,NP,BU,ENG,mecktimes.com,nc
Charlotte,http://charlotte.news14.com/,News 14,BC,GI,ENG,charlotte.news14.com,nc
Charlotte,http://nineronline.com/,Niner Times,NP,CO,ENG,nineronline.com,nc
Charlotte,https://progresohispanonews.com/,Progreso Hispano News,NP,ET,SPA,progresohispanonews.com,nc
Charlotte,http://www.q-notes.com/,Q Notes,NP,GL,ENG,q-notes.com,nc
Charlotte,http://charlotte.quepasanoticias.com/,Que Pasa Mi Gente,NP,ET,SPA,charlotte.quepasanoticias.com,nc
Charlotte,http://charlotte.rhinotimes.com/,Rhinoceros Times,NP,GI,ENG,charlotte.rhinotimes.com,nc
Charlotte,http://www.vivacarolina.com/,Viva Carolina,NP,ET,SPA,vivacarolina.com,nc
Charlotte,http://www.wbt.com/,WBT,BC,GI,ENG,wbt.com,nc
Charlotte,http://www.wbtv.com/,WBTV,BC,GI,ENG,wbtv.com,nc
Charlotte,http://www.wccbcharlotte.com/,WCCB,BC,GI,ENG,wccbcharlotte.com,nc
Charlotte,http://www.wcnc.com/,WCNC,BC,GI,ENG,wcnc.com,nc
Charlotte,http://www.wfae.org/,WFAE,BC,GI,ENG,wfae.org,nc
Charlotte,http://www.fox46charlotte.com/,WJZY,BC,GI,ENG,fox46charlotte.com,nc
Charlotte,http://www.wsoctv.com/,WSOC,BC,GI,ENG,wsoctv.com,nc
Charlotte (Mountain,http://www.mountainislandweekly.com/,Mountain Island Monitor,NP,GI,ENG,mountainislandweekly.com,nc
Charlotte (South),http://www.thecharlotteweekly.com/,South Charlotte Weekly,NP,GI,ENG,thecharlotteweekly.com,nc
Cherokee,http://theonefeather.com/,Cherokee One Feather,NP,ET,ENG,theonefeather.com,nc
Cherry Point MCAS,http://digital.olivesoftware.com/olive/ode/windsock/,Windsock,NP,ML,ENG,digital.olivesoftware.com,nc
Clayton,http://www.claytonnewsstar.com/,Clayton News Star,NP,GI,ENG,claytonnewsstar.com,nc
Clemmons,http://www.clemmonscourier.com/,Clemmons Courier,NP,GI,ENG,clemmonscourier.com,nc
Cleveland,http://www.clevelandpost.com/,Cleveland Post,NP,GI,ENG,clevelandpost.com,nc
Clinton,http://www.clintonnc.com/,Sampson Independent,NP,GI,ENG,clintonnc.com,nc
Concord,http://www.hickoryrecord.com/independent_tribune/,Independent Tribune,NP,GI,ENG,hickoryrecord.com,nc
Creedmoor,http://www.granvilleonline.com/,Butner Creedmoor News,NP,GI,ENG,granvilleonline.com,nc
Cullowhee,http://www.westerncarolinian.com/,Western Carolinian,NP,CO,ENG,westerncarolinian.com,nc
Currituck,http://www.nencnews.com/,Independent,NP,GI,ENG,nencnews.com,nc
Davidson,http://www.davidsonian.com/,Davidsonian,NP,CO,ENG,davidsonian.com,nc
Denton,http://www.dentonorator.com/,Denton Orator,NP,GI,ENG,dentonorator.com,nc
Denver,http://www.denverncnews.com/,News at Norman,NP,GI,ENG,denverncnews.com,nc
Dunn,http://www.mydailyrecord.com/ee/dunndailyrecord/index.php,Daily Record,NP,GI,ENG,mydailyrecord.com,nc
Durham,http://www.campusecho.com/,Campus Echo,NP,CO,ENG,campusecho.com,nc
Durham,http://www.dukechronicle.com/,Chronicle,NP,CO,ENG,dukechronicle.com,nc
Durham,http://www.thedurhamnews.com/,Durham News,NP,GI,ENG,thedurhamnews.com,nc
Durham,http://www.heraldsun.com/,Herald Sun,NP,GI,ENG,heraldsun.com,nc
Durham,http://www.indyweek.com/,Independent Weekly,NP,AL,ENG,indyweek.com,nc
Durham,http://abc11.com/,WTVD,BC,GI,ENG,abc11.com,nc
Eden,http://www.newsadvance.com/rockingham_now/news/eden_reidsville/,Eden Daily News,NP,GI,ENG,newsadvance.com,nc
Eden,http://www.edensown.com/,Eden's Own Journal,NP,GI,ENG,edensown.com,nc
Eden,http://www.newsadvance.com/rockingham_now/,Rockingham Now,IN,GI,ENG,newsadvance.com,nc
Eden,http://www.rceno.com/RCENO/,Rockingham Update,IN,GI,ENG,rceno.com,nc
Elizabeth City,http://www.dailyadvance.com/,Daily Advance,NP,GI,ENG,dailyadvance.com,nc
Elizabethtown,http://www.bladenjournal.com/,Bladen Journal,NP,GI,ENG,bladenjournal.com,nc
Elkin,http://www.elkintribune.com/,Tribune,NP,GI,ENG,elkintribune.com,nc
Elon,http://org.elon.edu/pendulum/,Pendulum,NP,CO,ENG,org.elon.edu,nc
Fayetteville,http://www.acentolatino.com/,Acento Latino,NP,ET,SPA,acentolatino.com,nc
Fayetteville,http://www.carolina-trader.com/,Carolina Trader,NP,SH,ENG,carolina-trader.com,nc
Fayetteville,http://www.fayobserver.com/,Fayetteville Observer,NP,GI,ENG,fayobserver.com,nc
Fayetteville,http://www.fayettevillepress.com/,Fayetteville Press,NP,ET,ENG,fayettevillepress.com,nc
Fayetteville,http://sandhills.news14.com/,News 14,BC,GI,ENG,sandhills.news14.com,nc
Fayetteville,http://www.upandcomingweekly.com/,Up and Coming Weekly,NP,AL,ENG,upandcomingweekly.com,nc
Fayetteville,http://www.fsuthevoice.com/,Voice,NP,CO,ENG,fsuthevoice.com,nc
Forest City,http://www.thedigitalcourier.com/,Daily Courier,NP,GI,ENG,thedigitalcourier.com,nc
Franklin,http://www.thefranklinpress.com/,Franklin Press,NP,GI,ENG,thefranklinpress.com,nc
Franklin,http://themaconcountynews.com/,Macon County News,NP,GI,ENG,themaconcountynews.com,nc
Fremont,http://www.newsleadernow.com/10652/1725/1/this-weeks-issue--pdf,News Leader,NP,GI,ENG,newsleadernow.com,nc
Fuquay Varina,http://www.fuquay-varinaindependent.com/,Fuquay Varina Independent,NP,GI,ENG,fuquay-varinaindependent.com,nc
Garner,http://www.garnercitizen.com/,Garner Citizen News and Times,NP,GI,ENG,garnercitizen.com,nc
Garner,http://www.garnernews.net/,Garner News,NP,GI,ENG,garnernews.net,nc
Garner,http://www.sshopper.com/,Southside Shopper,NP,SH,ENG,sshopper.com,nc
Gastonia,http://www.lakegastongazette-observer.com/,Lake Gaston Gazette Observer,NP,GI,ENG,lakegastongazette-observer.com,nc
Goldsboro,http://www.newsargus.com/,Goldsboro News Argus,NP,GI,ENG,newsargus.com,nc
Greensboro,http://www.ncatregister.com/,A and T Register,NP,CO,ENG,ncatregister.com,nc
Greensboro,http://www.bizjournals.com/triad/,Business Journal,NP,BU,ENG,bizjournals.com,nc
Greensboro,http://www.peacemakeronline.com/,Carolina Peacemaker,NP,ET,ENG,peacemakeronline.com,nc
Greensboro,http://www.carolinianonline.com/,Carolinian,NP,CO,ENG,carolinianonline.com,nc
Greensboro,http://www.greensboro3.com/,Greensboro Telegram,IN,GI,ENG,greensboro3.com,nc
Greensboro,http://www.guilfordian.com/,Guilfordian,NP,CO,ENG,guilfordian.com,nc
Greensboro,http://holanoticias.com/news/piedmont-triad/,Hola Noticias,NP,ET,SPA,holanoticias.com,nc
Greensboro,http://triad.news14.com/,News 14,BC,GI,ENG,triad.news14.com,nc
Greensboro,http://www.news-record.com/,News and Record,NP,GI,ENG,news-record.com,nc
Greensboro,http://greensboro.quepasanoticias.com/,Que Pasa,NP,ET,SPA,greensboro.quepasanoticias.com,nc
Greensboro,http://greensboro.rhinotimes.com/,Rhinoceros Times,NP,GI,ENG,greensboro.rhinotimes.com,nc
Greensboro,http://www.digtriad.com/,WFMY,BC,GI,ENG,digtriad.com,nc
Greensboro,http://myfox8.com/,WGHP,BC,GI,ENG,myfox8.com,nc
Greensboro,http://www.yesweekly.com/triad/,Yes Weekly,NP,AL,ENG,yesweekly.com,nc
Greenville,http://www.reflector.com/,Daily Reflector,NP,GI,ENG,reflector.com,nc
Greenville,http://theeastcarolinian.com/,East Carolinian,NP,CO,ENG,theeastcarolinian.com,nc
Greenville,http://www2.wnct.com/,WNCT,BC,GI,ENG,www2.wnct.com,nc
Havelock,http://www.havenews.com/,Havelock News,NP,GI,ENG,havenews.com,nc
Hayesville,http://www.claycountyprogress.com/,Clay County Progress,NP,GI,ENG,claycountyprogress.com,nc
Hayesville,http://smokymountainsentinel.com/,Smoky Mountain Sentinel,NP,GI,ENG,smokymountainsentinel.com,nc
Henderson,http://www.hendersondispatch.com/,Daily Dispatch,NP,GI,ENG,hendersondispatch.com,nc
Hendersonville,http://www.blueridgenow.com/,Times News,NP,GI,ENG,blueridgenow.com,nc
Hendersonville,http://www.whkp.com/,WHKP,BC,GI,ENG,whkp.com,nc
Hickory,http://www.focusnewspaper.com/,Focus,NP,GI,ENG,focusnewspaper.com,nc
Hickory,http://www.hickoryrecord.com/,Hickory Daily Record,NP,GI,ENG,hickoryrecord.com,nc
Hickory,http://www.whky.com/,WHKY,BC,GI,ENG,whky.com,nc
High Point,http://www.hpe.com/,High Point Enterprise,NP,GI,ENG,hpe.com,nc
Highlands,http://www.highlandsnews.com/,Highlander,NP,GI,ENG,highlandsnews.com,nc
Highlands,http://www.highlandsinfo.com/,Highlands' Newspaper,NP,GI,ENG,highlandsinfo.com,nc
Hillsborough,http://www.newsoforange.com/,News of Orange County,NP,GI,ENG,newsoforange.com,nc
Holly Springs,http://www.hollyspringssun.com/,Holly Springs Sun,NP,GI,ENG,hollyspringssun.com,nc
Huntersville,http://www.huntersvilleherald.com/,Herald Weekly,NP,GI,ENG,huntersvilleherald.com,nc
Jacksonville,http://www.enctoday.com/,ENC Today,IN,GI,ENG,enctoday.com,nc
Jacksonville,http://www.jdnews.com/,Jacksonville Daily News,NP,GI,ENG,jdnews.com,nc
Jamestown,http://www.jamestownnews.com/,Jamestown News,NP,GI,ENG,jamestownnews.com,nc
Kannapolis,http://www.kannapoliscitizen.com/,Kannapolis Citizen,NP,GI,ENG,kannapoliscitizen.com,nc
Kenansville,http://theduplintimes.com/index.html,Duplin Times,NP,GI,ENG,theduplintimes.com,nc
Kenly,http://kenlynews.com/,Kenly News,NP,GI,ENG,kenlynews.com,nc
Kenly,http://www.smalltownpapers.com/newspapers/newspaper.php?id=213,Kenly News,NP,GI,ENG,smalltownpapers.com,nc
Kernersville,http://www.kernersvillenews.com/,Kernersville News,NP,GI,ENG,kernersvillenews.com,nc
King,http://www.thestokesnews.com/,Stokes News,NP,GI,ENG,thestokesnews.com,nc
Kings Mountain,http://kmherald.com/,Kings Mountain Herald,NP,GI,ENG,kmherald.com,nc
Kinston,http://www.kinston.com/,Kinston Free Press,NP,GI,ENG,kinston.com,nc
Kitty Hawk,http://www.obxalert.net/,OBX Alert,IN,GI,ENG,obxalert.net,nc
Laurinburg,http://www.laurinburgexchange.com/,Laurinburg Exchange,NP,GI,ENG,laurinburgexchange.com,nc
Leicester,http://www.leicesterleader.com/,Leicester Leader,NP,GI,ENG,leicesterleader.com,nc
Lenoir,http://www.newstopic.net/,News Topic,NP,GI,ENG,newstopic.net,nc
Lexington,http://www.the-dispatch.com/,Dispatch,NP,GI,ENG,the-dispatch.com,nc
Lincolnton,http://www.lincolntimesnews.com/,Lincoln Times News,NP,GI,ENG,lincolntimesnews.com,nc
Lincolnton,http://www.lincolntribune.com/,Lincoln Tribune,NP,GI,ENG,lincolntribune.com,nc
