scope,url,media_name,media_type,media_focus,language,domain,state_abbr
New York,http://thechiefleader.com/,Chief,NP,CS,ENG,thechiefleader.com,ny
New York,http://www.cityandstateny.com/,City and State,NP,GI,ENG,cityandstateny.com,ny
New York,http://www.columbiaspectator.com/,Columbia Spectator,NP,CO,ENG,columbiaspectator.com,ny
New York,http://www.yucommentator.com/,Commentator,NP,CO,ENG,yucommentator.com,ny
New York,http://www.crainsnewyork.com/,Crain's New York Business,NP,BU,ENG,crainsnewyork.com,ny
New York,http://www.theculvertchronicles.com/,Culvert Chronicles,NP,ET,ENG,theculvertchronicles.com,ny
New York,http://www.newsindia-times.com/NewsIndiaTimes/index.htm,Desi Talk,NP,ET,ENG,newsindia-times.com,ny
New York,http://www.diariodemexicousa.com/,Diario de Mexico,NP,ET,SPA,diariodemexicousa.com,ny
New York,http://www.dwnews.com/,Duo Wei Times,NP,ET,ZHO,dwnews.com,ny
New York,http://www.ecuadornews.com.ec/,Ecuador News,NP,ET,SPA,ecuadornews.com.ec,ny
New York,http://www.eldiariony.com/,El Diario,NP,ET,SPA,eldiariony.com,ny
New York,http://elespecial.com/,El Especialito,NP,ET,SPA,elespecial.com,ny
New York,http://www.theepochtimes.com/,Epoch Times,NP,ET,ENG,theepochtimes.com,ny
New York,http://www.ekirikas.com/,Ethikos Kyrix,NP,ET,ELL,ekirikas.com,ny
New York,http://everybodysmag.com/,Everybody's Caribbean,MG,ET,ENG,everybodysmag.com,ny
New York,http://www.filipinoexpress.com/,Filipino Express,NP,ET,ENG,filipinoexpress.com,ny
New York,http://www.filipinoreporter.com/,Filipino Reporter,NP,ET,ENG,filipinoreporter.com,ny
New York,http://forward.com/,Forward,NP,RL,ENG,forward.com,ny
New York,http://www.france-amerique.com/,France Amerique,NP,ET,FRA,france-amerique.com,ny
New York,http://gaycitynews.com/,Gay City News,NP,GL,ENG,gaycitynews.com,ny
New York,http://www.gothamgazette.com/,Gotham Gazette,IN,GI,ENG,gothamgazette.com,ny
New York,http://gothamist.com/,Gothamist,IN,GI,ENG,gothamist.com,ny
New York,http://www.haiti-observateur.net/,Haiti Observateur,NP,ET,FRA,haiti-observateur.net,ny
New York,http://www.haitiprogres.com/,Haiti Progres,NP,ET,FRA,haitiprogres.com,ny
New York,http://www.haitiantimes.com/,Haitian Times,NP,ET,ENG,haitiantimes.com,ny
New York,http://www.iblnews.com/,IBL News,IN,ET,SPA,iblnews.com,ny
New York,http://www.indiaabroad.com/,India Abroad,NP,ET,ENG,indiaabroad.com,ny
New York,http://www.indypendent.org/,Indypendent,NP,GI,ENG,indypendent.org,ny
New York,http://irishamerica.com/,Irish America,MG,ET,ENG,irishamerica.com,ny
New York,http://irishecho.com/,Irish Echo,NP,ET,ENG,irishecho.com,ny
New York,http://www.irishexaminerusa.com/,Irish Examiner,NP,ET,ENG,irishexaminerusa.com,ny
New York,http://www.irishcentral.com/IrishVoice/,Irish Voice,NP,ET,ENG,irishcentral.com,ny
New York,http://www.italiantribune.com/,Italian Tribune,NP,ET,ENG,italiantribune.com,ny
New York,http://www.jewishpress.com/,Jewish Press,NP,RL,ENG,jewishpress.com,ny
New York,http://www.thejewishweek.com/,Jewish Week,NP,RL,ENG,thejewishweek.com,ny
New York,http://www.kingsmannews.com/,Kingsman,NP,CO,ENG,kingsmannews.com,ny
New York,http://www.theknightnews.com/,Knight News,NP,CO,ENG,theknightnews.com,ny
New York,http://www.koreandaily.com/,Korea Daily,IN,ET,KOR,koreandaily.com,ny
New York,http://ny.koreadaily.com/,Korea Daily,NP,ET,KOR,ny.koreadaily.com,ny
New York,http://www.kurierweb.com/,Kurier,NP,ET,RUS,kurierweb.com,ny
New York,http://www.kurierplus.com/,Kurier Plus,NP,ET,POL,kurierplus.com,ny
New York,http://www.thelmagazine.com/,L Magazine,NP,AL,ENG,thelmagazine.com,ny
New York,http://www.metro.us/newyork,Metro,NP,GI,ENG,metro.us,ny
New York,http://www.mizonahispana.com/,Mi Zona Hispana,NP,ET,SPA,mizonahispana.com,ny
New York,http://www.mingpaony.com/,Ming Pao,NP,ET,ZHO,mingpaony.com,ny
New York,http://www.msg.com/,MSG Network,BC,SP,ENG,msg.com,ny
New York,http://www.thenationalherald.com/,National Herald,NP,ET,ENG,thenationalherald.com,ny
New York,http://www.tnj.com/,Network Journal,NP,ET,ENG,tnj.com,ny
New York,http://nymag.com/,New York,MG,GI,ENG,nymag.com,ny
New York,http://www.newyorkbeacon.net/,New York Beacon,NP,ET,ENG,newyorkbeacon.net,ny
New York,http://www.nycaribnews.com/,New York Carib News,NP,ET,ENG,nycaribnews.com,ny
New York,http://www.nyc.gov/html/nycha/html/residents/journal.shtml,New York City Housing Authority,NP,GI,ENG,nyc.gov,ny
New York,http://www.nydailynews.com/,New York Daily News,NP,GI,ENG,nydailynews.com,ny
New York,http://www.newyorkfamily.com/,New York Family,MG,PT,ENG,newyorkfamily.com,ny
New York,http://nycglobe.com/,New York Globe,IN,GI,ENG,nycglobe.com,ny
New York,http://www.observer.nyc/,New York Observer,NP,AL,ENG,observer.nyc,ny
New York,http://www.nypost.com/,New York Post,NP,GI,ENG,nypost.com,ny
New York,http://nypress.com/,New York Press,NP,AL,ENG,nypress.com,ny
New York,http://www.resident.com/,New York Resident,MG,GI,ENG,resident.com,ny
New York,http://www.nysun.com/,New York Sun,NP,GI,ENG,nysun.com,ny
New York,http://www.nytimes.com/,New York Times,NP,GI,ENG,nytimes.com,ny
New York,https://www.nytimes.com/es/,New York Times,NP,GI,SPA,nytimes.com,ny
New York,http://cn.nytimes.com/,New York Times,NP,GI,ZHO,cn.nytimes.com,ny
New York,http://www.newyorker.com/,New Yorker,MG,GI,ENG,newyorker.com,ny
New York,http://www.nordstjernan.com/,Nordstjernan,NP,ET,ENG,nordstjernan.com,ny
New York,http://www.dziennik.com/,Nowy Dziennik,NP,ET,POL,dziennik.com,ny
New York,http://www.ny1.com/,NY1,BC,GI,ENG,ny1.com,ny
New York,http://www.fordhamobserver.com/,Observer,NP,CO,ENG,fordhamobserver.com,ny
New York,http://www.yuobserver.com/,Observer,NP,CO,ENG,yuobserver.com,ny
New York,http://www.pacepress.org/,Pace Press,NP,CO,ENG,pacepress.org,ny
New York,http://www.papermag.com/,Papermag,NP,AL,ENG,papermag.com,ny
New York,http://www.usqiaobao.com/,Qiao Bao,NP,ET,ZHO,usqiaobao.com,ny
New York,http://www.mcquadrangle.org/,Quadrangle,NP,CO,ENG,mcquadrangle.org,ny
New York,http://russian-bazaar.com/,Russian Bazaar,NP,ET,RUS,russian-bazaar.com,ny
New York,http://www.rusrek.com/,Russkaya Reklama,NP,ET,RUS,rusrek.com,ny
New York,http://www.sgtusa.com/,Segye Times,NP,ET,KOR,sgtusa.com,ny
New York,http://www.sher-e-panjab.com/,Sher E Panjab,NP,ET,PAN,sher-e-panjab.com,ny
New York,http://www.singtaousa.com/,Sing Tao,NP,ET,ZHO,singtaousa.com,ny
New York,http://www.thesouthasiantimes.info/,South Asian Times,NP,ET,ENG,thesouthasiantimes.info,ny
New York,http://www.thrivenyc.com/,Thrive NYC,NP,SN,ENG,thrivenyc.com,ny
New York,http://www.theticker.org/,Ticker,NP,CO,ENG,theticker.org,ny
New York,http://www.torchonline.com/,Torch,NP,CO,ENG,torchonline.com,ny
New York,http://www.urdutimesusa.com/,Urdu Times,NP,ET,URD,urdutimesusa.com,ny
New York,http://www.usatoday.com/,USA Today,NP,GI,ENG,usatoday.com,ny
New York,http://www.vabaeestisona.com/,Vaba Eesti Sona,NP,ET,EST,vabaeestisona.com,ny
New York,http://www.vechny.com/vechny/,Vecherniy New York,NP,ET,RUS,vechny.com,ny
New York,http://www.villagevoice.com/,Village Voice,NP,AL,ENG,villagevoice.com,ny
New York,http://7online.com/,WABC,BC,GI,ENG,7online.com,ny
New York,http://www.wabcradio.com/,WABC,BC,GI,ENG,wabcradio.com,ny
New York,http://www.univision.com/nueva-york,WADO,BC,ET,SPA,univision.com,ny
New York,https://www.wsj.com/,Wall Street Journal,NP,BU,ENG,wsj.com,ny
New York,http://nyunews.com/,Washington Square News,NP,CO,ENG,nyunews.com,ny
New York,http://newyork.cbslocal.com/,WCBS,BC,GI,ENG,newyork.cbslocal.com,ny
New York,http://www.weeklybangalee.com/,Weekly Bangalee,NP,ET,BEN,weeklybangalee.com,ny
New York,http://www.nbcnewyork.com/,WNBC,BC,GI,ENG,nbcnewyork.com,ny
New York,http://www.telemundo47.com/,WNJU,BC,ET,SPA,telemundo47.com,ny
New York,http://www.rnntv.com/,WRNN,BC,GI,ENG,rnntv.com,ny
New York,http://www.wnyc.org/,WNYC,BC,GI,ENG,wnyc.org,ny
New York,http://www.myfoxny.com/,WNYW,BC,GI,ENG,myfoxny.com,ny
New York,http://www.wor710.com/main.html,WOR,BC,GI,ENG,wor710.com,ny
New York,http://ny.worldjournal.com/,World Journal,NP,ET,ZHO,ny.worldjournal.com,ny
New York,http://pix11.com/,WPIX,BC,GI,ENG,pix11.com,ny
New York,http://www.my9nj.com/,WWOR,BC,GI,ENG,my9nj.com,ny
New York (Astoria),http://www.timesledger.com/sections/astoria-times/,Astoria Times,NP,GI,ENG,timesledger.com,ny
New York (Battery Park,http://www.ebroadsheet.com/,Battery Park City Broadsheet,NP,GI,ENG,ebroadsheet.com,ny
New York (Bay Ridge),http://www.brooklyndaily.com/sections/bay-ridge-courier/,Bay Ridge Courier,NP,GI,ENG,brooklyndaily.com,ny
New York (Bay Ridge),http://www.brooklynpaper.com/sections/bay_ridge/,Brooklyn Paper,NP,GI,ENG,brooklynpaper.com,ny
New York (Bayside),http://www.timesledger.com/sections/bayside-times/,Bayside Times,NP,GI,ENG,timesledger.com,ny
New York (Bronx),http://www.harlemnewsgroup.com/,Bronx Community News,NP,GI,ENG,harlemnewsgroup.com,ny
New York (Bronx),http://www.innercitypress.org/,Inner City Press,NP,GI,ENG,innercitypress.org,ny
New York (Bronx),http://www.news12.com/,News 12 Bronx,BC,GI,ENG,news12.com,ny
New York (Brooklyn),http://www.brooklyneagle.com/,Brooklyn Daily Eagle,NP,GI,ENG,brooklyneagle.com,ny
New York (Brooklyn),http://www.brooklyndowntownstar.com/,Brooklyn Downtown Star,NP,GI,ENG,brooklyndowntownstar.com,ny
New York (Brooklyn),http://www.brooklynpaper.com/,Brooklyn Paper,NP,GI,ENG,brooklynpaper.com,ny
New York (Brooklyn),http://www.brooklynrail.org/,Brooklyn Rail,NP,AL,ENG,brooklynrail.org,ny
New York (Brooklyn),http://brooklynspectator.com/,Brooklyn Spectator,NP,GI,ENG,brooklynspectator.com,ny
New York (Brooklyn),http://ourtimepress.com/,Our Time Press,NP,ET,ENG,ourtimepress.com,ny
New York (Brooklyn),http://thetablet.org/,Tablet,NP,RL,ENG,thetablet.org,ny
New York (Canarsie),http://www.canarsiecourier.com/,Canarsie Courier,NP,GI,ENG,canarsiecourier.com,ny
New York (Central Mid,http://www.qchron.com/editions/central/,Queens Chronicle,NP,GI,ENG,qchron.com,ny
New York (Chelsea),http://chelseanow.com/,Chelsea Now,NP,GI,ENG,chelseanow.com,ny
New York (East Side),http://nypress.com/our-town/,Our Town,NP,GI,ENG,nypress.com,ny
New York (Eastern,http://www.qchron.com/editions/eastern/,Queens Chronicle,NP,GI,ENG,qchron.com,ny
New York (Eastern,http://www.queensexaminer.com/,Queens Examiner,NP,GI,ENG,queensexaminer.com,ny
New York (Flushing),http://www.timesledger.com/sections/flushing-times/,Flushing Times,NP,GI,ENG,timesledger.com,ny
New York (Fordham),http://www.bxtimes.com/sections/bronx-times/,Bronx Times,NP,GI,ENG,bxtimes.com,ny
New York (Forest Hills),http://www.timesledger.com/sections/forest-hills-ledger/,Forest Hills Ledger,NP,GI,ENG,timesledger.com,ny
New York (Forest Hills),http://www.foresthillstimes.com/,Forest Hills Regal Park Times,NP,GI,ENG,foresthillstimes.com,ny
New York (Glendale),http://www.glendaleregister.com/,Glendale Register,NP,GI,ENG,glendaleregister.com,ny
New York (Greenpoint),http://www.greenpointnews.com/,Greenpoint Gazette,NP,GI,ENG,greenpointnews.com,ny
New York (Greenwich,http://www.nycny.com/,Greenwich Village Gazette,NP,GI,ENG,nycny.com,ny
New York (Highbridge),http://www.highbridgehorizon.com/,Highbridge Horizon,NP,GI,ENG,highbridgehorizon.com,ny
New York (Jamaica),http://www.timesledger.com/sections/jamaica-times/,Jamaica Times,NP,GI,ENG,timesledger.com,ny
New York (Little Neck),http://www.timesledger.com/sections/little-neck-ledger/,Little Neck Ledger,NP,GI,ENG,timesledger.com,ny
New York (Long Island,http://www.licjournal.com/,Long Island City Astoria Journal,NP,GI,ENG,licjournal.com,ny
New York (Lower,http://www.downtownexpress.com/,Downtown Express,NP,GI,ENG,downtownexpress.com,ny
New York (Manhattan),http://manhattanexaminer.com/,Manhattan Examiner,IN,GI,ENG,manhattanexaminer.com,ny
New York (Maspeth),http://www.queensledger.com/,Queens Ledger,NP,GI,ENG,queensledger.com,ny
New York (North,http://www.manhattantimesnews.com/,Manhattan Times,NP,ET,SPA,manhattantimesnews.com,ny
New York (North,http://www.qchron.com/editions/north/,Queens Chronicle,NP,GI,ENG,qchron.com,ny
New York (North Shore,http://queenscourier.com/digital-editions-of-our-publications-2/,North Shore Towers Courier,NP,GI,ENG,queenscourier.com,ny
New York (Norwood),http://www.norwoodnews.org/,Norwood News,NP,GI,ENG,norwoodnews.org,ny
New York (Queens),http://queenscourier.com/,Queens Courier,NP,GI,ENG,queenscourier.com,ny
New York (Queens),http://www.queenstribune.com/,Queens Tribune,NP,GI,ENG,queenstribune.com,ny
New York (Queens,http://www.timesnewsweekly.com/,Times Newsweekly,NP,GI,ENG,timesnewsweekly.com,ny
New York (Riverdale),http://www.riverdalepress.com/,Riverdale Press,NP,GI,ENG,riverdalepress.com,ny
New York (Rockaway,http://www.rockawave.com/,Wave,NP,GI,ENG,rockawave.com,ny
New York (Sheepshead,http://www.baycurrents.net/,Bay Currents,NP,GI,ENG,baycurrents.net,ny
New York (Sheepshead,http://www.brooklyndaily.com/sections/bay-news/,Bay News,NP,GI,ENG,brooklyndaily.com,ny
New York (South,http://www.qchron.com/editions/south/,Queens Chronicle,NP,GI,ENG,qchron.com,ny
New York (Southeast,http://www.queenspress.com/,Southeast Queens Press,NP,GI,ENG,queenspress.com,ny
New York (Staten,http://www.silive.com/,Staten Island Advance,NP,GI,ENG,silive.com,ny
New York (Staten,http://statenislander.org/,Staten Islander,IN,GI,ENG,statenislander.org,ny
New York (Throggs,http://www.bxtimes.com/sections/bronx-times-reporter/,Bronx Times Reporter,NP,GI,ENG,bxtimes.com,ny
New York (Tribeca),http://www.tribecatrib.com/,Tribeca Trib,NP,GI,ENG,tribecatrib.com,ny
New York (West Side),http://nypress.com/west-side-spirit/,West Side Spirit,NP,GI,ENG,nypress.com,ny
New York (West,http://www.thevillager.com/,Villager,NP,GI,ENG,thevillager.com,ny
New York (Western,http://www.qchron.com/editions/western/,Queens Chronicle,NP,GI,ENG,qchron.com,ny
New York (Western,http://www.qgazette.com/,Queens Gazette,NP,GI,ENG,qgazette.com,ny
New York (Whitestone),http://www.timesledger.com/sections/whitestone-times/,Whitestone Times,NP,GI,ENG,timesledger.com,ny
New York (Woodhaven),http://www.leaderobserver.com/,Leader Observer,NP,GI,ENG,leaderobserver.com,ny
Newburgh,http://hvlife.com/,Hudson Valley Life,NP,SN,ENG,hvlife.com,ny
Newburgh,http://www.hvparent.com/,Hudson Valley Parent,MG,PT,ENG,hvparent.com,ny
Newburgh,http://www.hvpress.net/,Hudson Valley Press,NP,ET,ENG,hvpress.net,ny
Newburgh,http://www.midhudsontimes.com/,Mid Hudson Times,NP,GI,ENG,midhudsontimes.com,ny
Newburgh,http://www.thesentinel-online.com/,Sentinel,NP,GI,ENG,thesentinel-online.com,ny
Niagara,http://www.wnypapers.com/content/pages/niagara-wheatfield-tribune,Niagara Wheatfield Tribune,NP,GI,ENG,wnypapers.com,ny
Niagara Falls,http://www.niagarafallsreporter.com/,Niagara Falls Reporter,NP,GI,ENG,niagarafallsreporter.com,ny
Niagara Falls,http://niagara-gazette.com/,Niagara Gazette,NP,GI,ENG,niagara-gazette.com,ny
Niagara Falls,http://index.niagara.edu/,Niagara Index,NP,CO,ENG,index.niagara.edu,ny
North Castle,http://www.risingmediagroup.com/northcastlenews.html,North Castle Rising,NP,GI,ENG,risingmediagroup.com,ny
North Creek,http://www.newsenterprise.org/,News Enterprise,NP,GI,ENG,newsenterprise.org,ny
Northport,http://thenorthportobserver.blogspot.com/,Observer,NP,GI,ENG,thenorthportobserver.blogspot.com,ny
Northport,http://www.longislandernews.com/papers/record/front/,Record,NP,GI,ENG,longislandernews.com,ny
Northport,http://www.northshoreoflongisland.com/Section-17610.112114-p20762.112114_The_TIMES_of_Northport.html,Times of Northport,NP,GI,ENG,northshoreoflongisland.com,ny
Norwich,http://www.evesun.com/,Evening Sun,NP,GI,ENG,evesun.com,ny
Nyack,http://www.nyackvillager.com/,Nyack Villager,NP,GI,ENG,nyackvillager.com,ny
Oceanside,http://liherald.com/oceanside/,Oceanside Herald,NP,GI,ENG,liherald.com,ny
Ogdensburg,http://www.ogd.com/,Advance News,NP,GI,ENG,ogd.com,ny
Ogdensburg,http://www.northcountrycatholic.org/,North Country Catholic,NP,RL,ENG,northcountrycatholic.org,ny
Old Forge,http://www.adirondackexpress.com/,Adirondack Express,NP,GI,ENG,adirondackexpress.com,ny
Olean,http://www.oleantimesherald.com/,Olean Times Herald,NP,GI,ENG,oleantimesherald.com,ny
Olive,http://www.phoeniciatimes.com/olive/olive.html,Olive Press,NP,GI,ENG,phoeniciatimes.com,ny
Oneida,http://madisoncountycourier.com/,Madison County Courier,IN,GI,ENG,madisoncountycourier.com,ny
Oneida,http://www.oneidadispatch.com/,Oneida Daily Dispatch,NP,GI,ENG,oneidadispatch.com,ny
Oneonta,http://thedailystar.com/,Daily Star,NP,GI,ENG,thedailystar.com,ny
Orchard Park,http://www.orchardparkbee.com/,Orchard Park Bee,NP,GI,ENG,orchardparkbee.com,ny
Oswego,http://www.palltimes.com/,Palladium Times,NP,GI,ENG,palltimes.com,ny
Oswego,http://wrvo.org/,WRVO,BC,GI,ENG,wrvo.org,ny
Oyster Bay,http://www.antonnews.com/oysterbayenterprisepilot.html,Oyster Bay Enterprise Pilot,NP,GI,ENG,antonnews.com,ny
Palatine Bridge,http://countryfolks.com/,Country Folks,NP,AG,ENG,countryfolks.com,ny
Palmyra,http://www.waynepost.com/,Wayne Post,NP,GI,ENG,waynepost.com,ny
Patchogue,http://www.longislandadvance.net/,Long Island Advance,NP,GI,ENG,longislandadvance.net,ny
Pawling,http://www.pawlingnewschronicle.com/,Pawling News Chronicle,NP,GI,ENG,pawlingnewschronicle.com,ny
Pearl River,http://www.ourtownnewspaper.net/,Our Town,NP,GI,ENG,ourtownnewspaper.net,ny
Pelham,http://www.risingmediagroup.com/pelhamsun.html,Pelham Rising,NP,GI,ENG,risingmediagroup.com,ny
Pelham,http://www.pelhamweekly.com/,Pelham Weekly,NP,GI,ENG,pelhamweekly.com,ny
Penfield,http://www.mpnnow.com/towns/penfield/,Penfield Post,NP,GI,ENG,mpnnow.com,ny
Penn Yan,http://www.chronicle-express.com/,Chronicle Express,NP,GI,ENG,chronicle-express.com,ny
Perry,http://www.perryshopper.com/,Perry Shopper,NP,SH,ENG,perryshopper.com,ny
Petersburgh,http://eastwickpress.com/news/,Eastwick Press,NP,GI,ENG,eastwickpress.com,ny
Pine Plains,http://www.theregisterherald.com/,Register Herald,NP,GI,ENG,theregisterherald.com,ny
Plainview,http://www.antonnews.com/plainviewoldbethpageherald.html,Plainview Old Bethpage Herald,NP,GI,ENG,antonnews.com,ny
Plattsburgh,http://www.cardinalpointsonline.com/,Cardinal Points,NP,CO,ENG,cardinalpointsonline.com,ny
Plattsburgh,http://pressrepublican.com/,Press Republican,NP,GI,ENG,pressrepublican.com,ny
Plattsburgh,http://www.wptz.com/,WPTZ,BC,GI,ENG,wptz.com,ny
Pleasant Valley,http://www.voiceledger.com/,Voice Ledger,NP,GI,ENG,voiceledger.com,ny
Port Chester,http://pc.westmorenews.com/,Port Chester Westmore News,NP,GI,ENG,pc.westmorenews.com,ny
Port Chester,http://www.westmorenews.com/,Westmore News,IN,GI,ENG,westmorenews.com,ny
Port Jefferson,http://www.northshoreoflongisland.com/Section-17650.112114-p20756.112114_The_Port_TIMES_RECORD.html,Port Times Record,NP,GI,ENG,northshoreoflongisland.com,ny
Port Jefferson,http://www.northshoreoflongisland.com/,Times Beacon Record Online,IN,GI,ENG,northshoreoflongisland.com,ny
Port Jervis,http://www.recordonline.com/apps/pbcs.dll/section?Category=COMM0111A,Gazette,NP,GI,ENG,recordonline.com,ny
Port Washington,http://portwashington-news.com/,Port Washington News,NP,GI,ENG,portwashington-news.com,ny
Potsdam,http://northcountrynow.com/,North Country This Week,NP,GI,ENG,northcountrynow.com,ny
Potsdam,http://www.theracquette.com/,Racquette,NP,CO,ENG,theracquette.com,ny
Poughkeepsie,http://www.hvbj.com/,Hudson Valley Business Journal,NP,BU,ENG,hvbj.com,ny
Poughkeepsie,http://www.poughkeepsiejournal.com/,Poughkeepsie Journal,NP,GI,ENG,poughkeepsiejournal.com,ny
Poughkeepsie,http://www.seniorcitizensareanews.com/,Senior Citizens Area News,NP,SN,ENG,seniorcitizensareanews.com,ny
Red Creek,http://postherald.wayuga.com/,Post Herald,NP,GI,ENG,postherald.wayuga.com,ny
Rhinebeck,http://www.gazetteadvertiser.com/,Gazette Advertiser,NP,GI,ENG,gazetteadvertiser.com,ny
Richfield Springs,http://www.rsmercury.com/,Richfield Springs Mercury,NP,GI,ENG,rsmercury.com,ny
Riverhead,http://riverheadnewsreview.timesreview.com/,Riverhead News Review,NP,GI,ENG,riverheadnewsreview.timesreview.com,ny
Rochester,http://www.abouttimemag.com/,About Time,NP,ET,ENG,abouttimemag.com,ny
Rochester,http://www.campustimes.org/,Campus Times,NP,CO,ENG,campustimes.org,ny
Rochester,http://www.cardinalcourieronline.com/,Cardinal Courier,NP,CO,ENG,cardinalcourieronline.com,ny
Rochester,http://www.catholiccourier.com/,Catholic Courier,NP,RL,ENG,catholiccourier.com,ny
Rochester,http://www.rochestercitynewspaper.com/,City Newspaper,NP,AL,ENG,rochestercitynewspaper.com,ny
Rochester,http://nydailyrecord.com/,Daily Record,NP,BU,ENG,nydailyrecord.com,ny
Rochester,http://www.rochesterlavoz.com/,La Voz,NP,ET,SPA,rochesterlavoz.com,ny
Rochester,http://www.minorityreporter.net/,Minority Reporter,NP,ET,ENG,minorityreporter.net,ny
Rochester,http://www.rbj.net/,Rochester Business Journal,NP,BU,ENG,rbj.net,ny
Rochester,http://www.democratandchronicle.com/,Rochester Democrat and Chronicle,NP,GI,ENG,democratandchronicle.com,ny
Rochester,http://www.rochmagazine.com/,Rochester Magazine,MG,GI,ENG,rochmagazine.com,ny
Rochester,http://www.wham1180.com/main.html,WHAM,BC,GI,ENG,wham1180.com,ny
Rochester,http://www.13wham.com/default.aspx,WHAM,BC,GI,ENG,13wham.com,ny
Rochester,http://www.whec.com/index.shtml,WHEC,BC,GI,ENG,whec.com,ny
Rochester,http://rochesterhomepage.net/,WROC,BC,GI,ENG,rochesterhomepage.net,ny
Rochester,http://wxxinews.org/,WXXI,BC,GI,ENG,wxxinews.org,ny
Rochester,http://www.wysl1040.com/,WYSL,BC,GI,ENG,wysl1040.com,ny
Rochester,http://rochester.ynn.com/,YNN,BC,GI,ENG,rochester.ynn.com,ny
Rochester (Gates Chili),http://www.mpnnow.com/towns/gates/,Gates Chili Post,NP,GI,ENG,mpnnow.com,ny
Rockville Centre,http://licatholic.org/,Long Island Catholic,NP,RL,ENG,licatholic.org,ny
Rockville Centre,http://liherald.com/rockvillecentre/,Rockville Centre Herald,NP,GI,ENG,liherald.com,ny
Rome,http://www.thegriffnews.com/,Griff,NP,ML,ENG,thegriffnews.com,ny
Rome,http://www.romeobserver.com/,Rome Observer,NP,GI,ENG,romeobserver.com,ny
Rome,http://www.romesentinel.com/,Rome Sentinel,NP,GI,ENG,romesentinel.com,ny
Ronkonkoma,http://libn.com/,Long Island Business News,NP,BU,ENG,libn.com,ny
Roslyn,http://theroslynnews.com/,Roslyn News,NP,GI,ENG,theroslynnews.com,ny
Rye,http://www.ryerecord.com/,Rye Record,NP,GI,ENG,ryerecord.com,ny
Rye,http://www.risingmediagroup.com/ryechronicle.html,Rye Rising,NP,GI,ENG,risingmediagroup.com,ny
Rye,http://www.hometwn.com/category/hometown-media-group/rye-sound-shore-review/,Rye Sound Shore Review,NP,GI,ENG,hometwn.com,ny
Rye Brook,http://rb.westmorenews.com/,Rye Brook Westmore News,NP,GI,ENG,rb.westmorenews.com,ny
Sag Harbor,http://www.sagharboronline.com/,Sag Harbor Express,NP,GI,ENG,sagharboronline.com,ny
Salamanca,http://www.salamancapress.com/,Salamanca Press,NP,GI,ENG,salamancapress.com,ny
Saranac Lake,http://www.adirondackdailyenterprise.com/,Adirondack Daily Enterprise,NP,GI,ENG,adirondackdailyenterprise.com,ny
Saranac Lake,http://www.adirondackexplorer.org/,Adirondack Explorer,MG,GI,ENG,adirondackexplorer.org,ny
Saranac Lake,http://www.wnbz.com/,WNBZ,BC,GI,ENG,wnbz.com,ny
Saratoga Springs,http://www.saratogatodayonline.com/,Saratoga Today,NP,GI,ENG,saratogatodayonline.com,ny
Saratoga Springs,http://www.saratogian.com/,Saratogian,NP,GI,ENG,saratogian.com,ny
Saratoga Springs,http://www.skidmorenews.com/,Skidmore News,NP,CO,ENG,skidmorenews.com,ny
Saugerties,http://www.saugertiesx.com/,Saugerties Times,NP,GI,ENG,saugertiesx.com,ny
Sayville,http://www.suffolkcountynews.net/,Suffolk County News,NP,GI,ENG,suffolkcountynews.net,ny
Scarsdale,http://www.westchester.com/,Westchester,IN,GI,ENG,westchester.com,ny
Schenectady,http://www.dailygazette.com/,Daily Gazette,NP,GI,ENG,dailygazette.com,ny
Shandaken,http://www.phoeniciatimes.com/phoenicia/phoenicia.html,Phoenicia Times,NP,GI,ENG,phoeniciatimes.com,ny
Shelter Island,http://shelterislandreporter.timesreview.com/,Shelter Island Reporter,NP,GI,ENG,shelterislandreporter.timesreview.com,ny
Sherburne,http://www.sherburnenews.net/,Sherburne News,NP,GI,ENG,sherburnenews.net,ny
Shoreham,http://northshoresun.timesreview.com/,North Shore Sun,NP,GI,ENG,northshoresun.timesreview.com,ny
Sidney,http://www.tritownnews.com/,Tri Town News,NP,GI,ENG,tritownnews.com,ny
Skaneateles,http://auburnpub.com/skaneateles/,Skaneateles Journal,NP,GI,ENG,auburnpub.com,ny
Skaneateles,http://www.skaneatelespress.com/,Skaneateles Press,NP,GI,ENG,skaneatelespress.com,ny
Smithtown,http://www.northshoreoflongisland.com/Section-17653.112114-p20761.112114_The_TIMES_of_Smithtown.html,Times of Smithtown,NP,GI,ENG,northshoreoflongisland.com,ny
Southampton,http://danshamptons.com/,Dan's Papers,NP,GI,ENG,danshamptons.com,ny
Speculator,http://www.hamiltoncountyexpress.com/,Hamilton County Express,NP,GI,ENG,hamiltoncountyexpress.com,ny
Springville,http://www.springvillejournal.com/,Springville Journal,NP,GI,ENG,springvillejournal.com,ny
St. Bonaventure,http://www.thebv.org/,Bona Venture,NP,CO,ENG,thebv.org,ny
Stony Brook,http://www.sbstatesman.com/,Statesman,NP,CO,ENG,sbstatesman.com,ny
Stony Brook,http://www.northshoreoflongisland.com/Section-17651.112114-p20758.112114_Village_TIMES_HERALD.html,Village Times Herald,NP,GI,ENG,northshoreoflongisland.com,ny
Syosset,http://www.longislandpress.com/,Long Island Press,NP,AL,ENG,longislandpress.com,ny
