classification,class_2,local_regional,domain,name,state,website,twitter,youtube,facebook,owner,medium,collection_date,source
local,local,1,kark.com,karz,AR,kark.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,kasa.com,kasa,NM,http://www.kasa.com/,,,,LIN TV,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kasn.com,kasn,AR,http://www.kasn.com/,,,,Newport Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,katc.com,katc,LA,http://www.katc.com/,,,,Evening Post Publishing,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,katu.com,katu,OR,http://www.katu.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,katv.com,katv,AR,http://www.katv.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,katytimes.com,katy times,TX,http://katytimes.com,,,https://www.facebook.com/pages/The-Katy-Times/111550505555160,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kaufmanherald.com,kaufman herald,TX,http://www.kaufmanherald.com,,https://www.youtube.com/channel/UCXnZrZ8eDe5t1fSPhQshetQ,https://www.facebook.com/pages/The-Kaufman-Herald/139320549843,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kauz.com,kauz,TX,http://www.kauz.com/,,,,Hoak Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kayutv.com,kayu,WA,http://www.kayutv.com/,,,,Northwest Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kazq32.org,kazq,NM,http://www.kazq32.org/,,,,Alpha and Omega Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbcbtv.com,kbcb,WA,http://www.kbcbtv.com/,,,,World Television of Washington,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbdi.org,kbdi,CO,http://www.kbdi.org/,,,,Colorado Public Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbjr.com,kbjr,WI,http://www.kbjr.com/,,,,Granite Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbnt.com,kbnt-cd,CA,http://www.kbnt.com/,,,,Entravision,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbnztv.com,kbnz-ld,OR,http://kbnztv.com/,,,,Central Oregon Cable Advertising,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kboi2.com,kboi,ID,http://www.kboi2.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kbsi23.com,kbsi,KY,http://www.kbsi23.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kbsi23.com,kbsi,MO,http://www.kbsi23.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbtc.org,kbtc,WA,http://www.kbtc.org/,,,,Bates Technical College,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbtx.com,kbtx,TX,http://www.kbtx.com/,,,,Gray Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbvotv.com,kbvo,TX,kbvotv.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,kbyutv.org,kbyu,UT,http://www.kbyutv.org/,,,,Brigham Young University,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kbzk.com,kbzk,MT,http://www.kbzk.com/,,,,Evening Post Publishing,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcba.com,kcba,CA,http://www.kcba.com/,,,,Seal Rock Broadcasters,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcbd.com,kcbd,TX,http://www.kcbd.com/,,,,Raycom,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcby.com,kcby,OR,http://www.kcby.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kccall.com,kansas city call,MO,http://www.kccall.com,,,https://www.facebook.com/pages/Kansas-City-CALL-Newspaper/377380053241,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kcchronicle.com,elburn herald,IL,http://www.kcchronicle.com/elburn,ELBURNHERALD,,https://www.facebook.com/TheElburnHerald,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kcchronicle.com,kane county chronicle,IL,http://www.kcchronicle.com,kcchronicle,http://www.youtube.com/user/kanecountychronicle,https://www.facebook.com/kanecountychronicle,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kcci.com,kcci,IA,http://www.kcci.com/,,,,Hearst Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcci.com,kcci-tv,IA,http://www.kcci.com/,KCCINews,,https://www.facebook.com/kcci8,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local,1,kcentv.com,kcen,TX,http://www.kcentv.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcet.org,kcet,CA,http://www.kcet.org/,,,,Community Television of Southern California,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kchf.com,kchf,NM,http://www.kchf.com/,,,,Son Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kchispanicnews.com,hispanic news,MO,http://www.kchispanicnews.com,,,https://www.facebook.com/pages/Kansas-City-Hispanic-News/138445986170208,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kckansan.com,kansas city kansan,KS,http://www.kckansan.com,kckansan,,https://www.facebook.com/KansasCityKansan,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kcnonline.com,kingman leader-courier,KS,http://www.kcnonline.com,,,https://www.facebook.com/KCNOnline,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kcostv.org,kcos,TX,http://www.kcostv.org/,,,,El Paso Public Television Foundation,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcoy.com,kcoy,CA,http://www.kcoy.com/,,,,Cowles Publishing Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcpo.tv,kcpo-lp,SD,http://www.kcpo.tv/,,,,Central Plains Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcpt.org,kcpt,MO,http://www.kcpt.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcra.com,kcra,CA,http://www.kcra.com/,,,,Hearst Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcra.com,kqca,CA,http://www.kcra.com/my58,,,,Hearst Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcra.com,kcra-tv,CA,http://www.kcra.com/,kcranews,,https://www.facebook.com/KCRA3?fref=ts,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local,1,kcra.com,kqca-tv,CA,http://www.kcra.com/my58,,,,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local,1,kcrg.com,kcrg,IA,http://www.kcrg.com/,,,,Cedar Rapids Television Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcsg.com,kcsg,UT,http://www.kcsg.com/,,,,"Southwest Media, LLC",TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcsm.org,kcsm,CA,http://www.kcsm.org/,,,,San Mateo Community College,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcso33.com,kcso-ld,CA,http://www.kcso33.com/,,,,Serestar Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcts.org,kcts,WA,http://www.kcts.org/,,,,KCTS Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kctv5.com,kctv,MO,http://www.kctv5.com,KCTV5,,https://www.facebook.com/KCTV5,Meredith,TV station,2018-08-02 14:55:24.612585,meridith.com
local,local,1,kctv5.com,ksmo,MO,http://www.kctv5.com/,KCTV5,,https://www.facebook.com/KCTV5,Meredith,TV station,2018-08-02 14:55:24.612585,meridith.com
local,local,1,kcur.org,,,,,,,,,,
local,local,1,kcvufox20.com,kcvu,CA,http://kcvufox20.com/,,,,Esteem Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kcvufox20.com,kbvu,CA,http://kcvufox20.com/,,,,Esteem Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdbc.com,kdbc,TX,http://www.kdbc.com/,,,,"TTBG, LLC",TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdcg.com,kdcg-cd,LA,http://www.kdcg.com/,,,,Acadiana Cable Advertising,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdhnews.com,killeen daily herald,TX,http://kdhnews.com,kdhnews,https://www.youtube.com/user/killeendailyherald/videos,https://www.facebook.com/kdhnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kdlt.com,kdlt,SD,http://www.kdlt.com/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdlt.com,kdlv,TX,http://www.kdlt.com/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdminer.com,kingman daily miner,AZ,http://kdminer.com,DailyMiner,http://www.youtube.com/user/KingmanDailyMiner,https://www.facebook.com/dailyminer,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kdoc.tv,kdoc,CA,http://www.kdoc.tv/,,,,Ellis Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdrv.com,kdrv,OR,http://www.kdrv.com/,,,,Soda Mountain Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdrv.com,kdkf,OR,http://www.kdrv.com/,,,,Soda Mountain Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kdsm.com,kdsm,IA,http://www.kdsm.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kdvr.com,kdvr,CO,http://kdvr.com/,kdvr,http://www.youtube.com/user/KDVRDenver,https://www.facebook.com/fox31denver,Tribune,TV station,2018-08-04 01:06:48.283394,tribunemedia.com
local,local,1,kearneycourier.com,kearney courier,MO,http://www.kearneycourier.com,kearneycourier,https://www.youtube.com/user/thekearneycourier,https://www.facebook.com/KearneyCourier,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kearneyhub.com,kearney daily hub,NE,http://www.kearneyhub.com,KearneyHub,http://www.youtube.com/user/kearneyhub,https://www.facebook.com/kearneyhub,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kearnstimes.com,kearns times,UT,http://kearnstimes.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keci.com,keci,MT,http://www.keci.com/,,,,Bluestone Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kedt.org,kedt,TX,http://www.kedt.org/,,,,South Texas Public Broadcasting System,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,keepmecurrent.com,lakes region weekly,ME,http://news.keepmecurrent.com/category/lakes-region-weekly/bridgton,,,https://www.facebook.com/lakesregionweekly,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keepmecurrent.com,keep me current,ME,http://news.keepmecurrent.com,,,https://www.facebook.com/keepmecurrent,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keepmecurrent.com,scarborough current,ME,http://news.keepmecurrent.com/category/current/scarborough,,,https://www.facebook.com/keepmecurrent,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keepmecurrent.com,westbrook american journal,ME,http://news.keepmecurrent.com/category/american-journal/westbrook,AmericanJrnl,,https://www.facebook.com/americanjournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keet.org,keet,CA,http://www.keet.org/,,,,Redwood Empire Public Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,keizertimes.com,keizertimes,OR,http://keizertimes.com,Keizertimes,http://www.youtube.com/user/keizertimes,https://www.facebook.com/Keizertimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kejr40.com,kejr-ld,AZ,http://www.kejr40.com/,,,,HERO Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,keloland.com,kelo,SD,keloland.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,keloland.com,kclo,SD,keloland.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,kempercountymessenger.com,kemper county messenger,MS,http://kempercountymessenger.com,kempermessenger,,https://www.facebook.com/Kemper-County-Messenger-337100059486/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kendallcountynow.com,kendall county record,IL,http://www.kendallcountynow.com,KCRNewspapers,,https://www.facebook.com/RecordNewspapers,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kenmarend.com,kenmare news ,ND,http://www.kenmarend.com,kenmarenews,,https://www.facebook.com/kenmarenews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kenoshanews.com,kenosha news,WI,http://www.kenoshanews.com,Kenosha_News,https://www.youtube.com/user/KenoshaNews/videos,https://www.facebook.com/Kenosha.News,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kens5.com,kens,TX,http://www.kens5.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kentonbee.com,ken-ton bee,NY,http://www.kentonbee.com,BeeNewspapers,,https://www.facebook.com/kentonbee,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kentontimes.com,kenton times,OH,http://www.kentontimes.com,kentontimes,https://www.youtube.com/user/KentonTimes,https://www.facebook.com/kentontimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional,1,kentucky.com,lexington herald-leader,KY,http://www.kentucky.com,heraldleader,https://www.youtube.com/user/HeraldLeaderVideos,https://www.facebook.com/kentuckycom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kentuckyexplorer.com,kentucky explorer,KY,http://kentuckyexplorer.com,,,,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kentuckyliving.com,kentucky living,KY,http://www.kentuckyliving.com,,,https://www.facebook.com/pages/Kentucky-Living-Magazine/111997032196801,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kentuckymonthly.com,kentucky monthly,KY,http://www.kentuckymonthly.com,KentuckyMonthly,,https://www.facebook.com/kentuckymonthly,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kentuckynewera.com,kentucky new era,KY,http://www.kentuckynewera.com,kentuckynewera,http://www.youtube.com/user/kentuckynewera,https://www.facebook.com/kentuckynewera,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional,1,kentuckytoday.com,,,,,,,,,,
local,local,1,kentwired.com,kent wired,OH,http://kentwired.com,kentwired,,http://www.facebook.com/KentWired,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kenvtv.com,kenv,UT,http://www.kenvtv.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,keotaeagle.com,keota eagle,IA,http://keotaeagle.com,keotaeagle,https://www.youtube.com/channel/UCeDwa_FYNCY5fspwM8jH7Ow/videos,https://www.facebook.com/keoeagle,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keprtv.com,kepr,WA,http://www.keprtv.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kera.org,kera,TX,http://www.kera.org/,,,,North Texas Public Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
regional,regional,1,keranews.org,,,,,,,,,,
local,local,1,kernrivercourier.com,kern river courier,CA,http://kernrivercourier.com,,,https://www.facebook.com/pages/Kern-River-Courier/113535892000020,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kernvalleysun.com,kern valley sun,CA,http://www.kernvalleysun.com,kvsun,http://www.youtube.com/user/kernvalleysun1959,https://www.facebook.com/KernValleySun,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kesq.com,kpsp-cd,CA,http://www.kesq.com/,,,,Gulf-California Broadcast Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kesq.com,kesq,CA,http://www.kesq.com/,,,,Gulf-California Broadcast Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wcvn,KY,http://www.ket.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wkpc,KY,http://www.ket.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wkmj,KY,http://www.ket.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wkle,KY,http://www.ket.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wkas,KY,http://www.ket.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wkmu,KY,http://www.ket.org/,,,,Kentucky Authority for Educational TV,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wkpd,KY,http://www.ket.org/,,,,Kentucky Authority for Educational TV,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ket.org,wkoh,KY,http://www.ket.org/,,,,Kentucky Educational Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ketc.org,ketc,MO,http://www.ketc.org/,,,,St. Louis Regional Educational and Public Television Commission,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,ketchikandailynews.com,ketchikan daily news,AK,http://www.ketchikandailynews.com,KDNSports,https://www.youtube.com/channel/UCkVb63bTxhN77OFjnncUHGQ,https://www.facebook.com/ketchikandailynews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,ketv.com,ketv,NE,http://www.ketv.com/,KETV,,https://www.facebook.com/ketv7?fref=ts,Hearst,TV station,2018-08-02 14:55:24.612585,hearst.com
local,local,1,keyc.tv,keyc,MN,http://www.keyc.tv/,,,,United Communcations Corporation,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,keyetv.com,keye,TX,http://www.keyetv.com/,,,,Sinclair Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,keypennews.com,key peninsula news,WA,http://www.keypennews.com,keypennews,,https://www.facebook.com/KeyPenNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keysnews.com,key west citizen,FL,http://keysnews.com,KeyWestCitizen,https://www.youtube.com/user/KeyWestCitizen,https://www.facebook.com/KeyWestCitizen,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,keyt.com,keyt,CA,http://www.keyt.com/,,,,Smith Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kezi.com,kezi,OR,http://www.kezi.com/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfbb.com,kfbb,MT,http://www.kfbb.com/,,,,Max Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfbimy48.com,kfbi-lp,OR,http://www.kfbimy48.com/,,,,Sainte Partners,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfdm.com,kfdm,TX,http://www.kfdm.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kfdx.com,kfdx,TX,http://www.kfdx.com/,,,,Nexstar,TV station,2018-08-02 14:55:24.612585,stationindex
national,national,0,kff.org,,,,,,,,,,
local,local,1,kffxtv.com,kffx,OR,http://www.kffxtv.com/,,,,Northwest Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfor.com,kaut,OK,https://kfor.com/category/freedom-43/,,,,Tribune Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfor.com,kfor,OK,http://kfor.com/,kfor,http://www.youtube.com/user/kfor4news,https://www.facebook.com/kfor4,Tribune,TV station,2018-08-04 01:06:48.283394,tribunemedia.com
local,local,1,kfoxtv.com,kfox,TX,http://www.kfoxtv.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kfsm.com,kfsm,AR,http://www.kfsm.com/,,,,"Local TV, LLC",TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfvs12.com,kfvs,MO,http://www.kfvs12.com/,,,,Raycom,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfxa.tv,kfxa,IA,http://www.kfxa.tv/,,,,Second Generation of Iowa,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kfxp.com,kfxp,ID,http://www.kfxp.com/,,,,Compass Communications,TV station,2018-08-02 14:55:24.612585,stationindex
local,local-regional,1,kfyrtv.com,,,,,,,,,,
local,local,1,kgan.com,kgan,IA,http://www.kgan.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kgbt4.com,kgbt,TX,http://www.kgbt4.com/,,,,Barrington Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kgcwtv.com,kgcw,IA,http://www.kgcwtv.com/,,,,Burlington Television Acquisition,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kgeb.net,kgeb,OK,http://www.kgeb.net/,,,,Oral Roberts University,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kget.com,kget,CA,kget.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,kgmb.com,kgmb,HI,http://www.kgmb.com/,,,,Raycom Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kgns.tv,kgns,TX,http://www.kgns.tv/,,,,Gray Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kgun9.com,kgun,AZ,http://www.kgun9.com/,,,,Journal Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kgw.com,kgw,OR,http://www.kgw.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kgwn.tv,kgwn,WY,http://www.kgwn.tv/,,,,Gray Television,TV station,2018-08-02 14:55:24.612585,stationindex
international,international,0,khaleejtimes.com,,,,,,,,,,
local,local,1,khastv.com,khas,NE,http://www.khastv.com/,,,,Hoak Media Corporation,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,khce.org,khce,TX,http://www.khce.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,khmt.com,khmt,MT,http://www.khmt.com/,,,,Mission Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
national,national,0,khn.org,,,,,,,,,,
local,local,1,khon.com,khon,HI,http://www.khon.com/,,,,New Vision Television,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,khon2.com,khon,HI,khon2.com,,,,Nexstar,TV station,2018-08-02 20:31:06.425892,nexstar.tv
local,local,1,khou.com,khou,TX,http://www.khou.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,khq.com,khq,WA,http://www.khq.com/,,,,Cowles Publishing Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,khqa.com,khqa,IL,http://khqa.com/,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,khsltv.com,khsl,CA,http://www.khsltv.com/,,,,Catamount Broadcast Group,TV station,2018-08-02 14:55:24.612585,stationindex
international,international,0,kidspot.com.au,,,,,,,,,,
local,local,1,kiem-tv.com,kiem,CA,http://www.kiem-tv.com/,,,,Pollack/Belz Broadcasting,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kiiitv.com,kiii,TX,http://www.kiiitv.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kikutv.com,kiku,HI,http://www.kikutv.com/,,,,Asian Media Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kilgorenewsherald.com,kilgore news herald,TX,http://www.kilgorenewsherald.com,kilgorenews,https://www.youtube.com/channel/UCN_Pbfq06ZFE2FKkV4KPfVg,https://www.facebook.com/pages/Kilgore-News-Herald/96353412148,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kimatv.com,kima,WA,http://www.kimatv.com,,,,Sinclair,TV station,2018-08-02 14:55:24.612585,sbgi.net
local,local,1,kimt.com,kimt,IA,http://www.kimt.com/,,,,Nexstar Media Group,TV station,2018-08-02 14:55:24.612585,stationindex
regional,regional,1,king5.com,king,WA,http://www.king5.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kingcityrustler.com,king city rustler,CA,http://www.kingcityrustler.com,,,https://www.facebook.com/kingcityrustler,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kingfisherpress.net,kingfisher times,OK,http://kingfisherpress.net,kingfishertimes,,https://www.facebook.com/KingfisherPress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kingsmannews.com,kingsman online,NY,http://www.kingsmannews.com,,,http://www.facebook.com/kingsmannewspaper,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kingstreenews.com,news,SC,http://www.kingstreenews.com,KingstreeNews,https://www.youtube.com/channel/UCWrtJOAJPTQnorbPUm4fN1g,https://www.facebook.com/pages/The-News-Kingstree/525926034165343,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kingsvillerecord.com,kingsville record & bishop news,TX,http://www.kingsvillerecord.com,,https://www.youtube.com/channel/UC2LeQ2qtFPg4YKsRT0KtT8Q,https://www.facebook.com/kingsvillerecord,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kinston.com,free press,NC,http://www.kinston.com,kinstonfp,,https://www.facebook.com/KinstonFreePress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kint.com,kint,TX,http://www.kint.com/,,,,Entravision,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kionrightnow.com,kion,CA,http://www.kionrightnow.com/,,,,Cowles Publishing Company,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kiowacountypress.net,kiowa county press,CO,http://www.kiowacountypress.net,,,https://www.facebook.com/KiowaCountyPress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kiowacountysignal.com,kiowa county signal,KS,http://www.kiowacountysignal.com,,,https://www.facebook.com/TheKiowaCountySignal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kiowanews.com,kiowa news,KS,http://kiowanews.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,kiplinger.com,,,,,,,,,,
local,local,1,kirksvilledailyexpress.com,daily express,MO,http://www.kirksvilledailyexpress.com,KVDailyExpress,,https://www.facebook.com/KirksvilleDailyExpress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kirkwoodstudentmedia.com,communique,IA,http://www.kirkwoodstudentmedia.com,communiqueksp,http://www.youtube.com/user/KirkwoodCommCollege,https://www.facebook.com/Kirkwood.Communique.KSP,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local-regional,1,kiro7.com,,,,,,,,,,
local,local,1,kirotv.com,kiro,WA,http://www.kirotv.com/,,,,Cox Media Group,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,kitsapsun.com,bainbridge islander,WA,http://www.kitsapsun.com/bainbridge,BIConversation,,https://www.facebook.com/BainbridgeIslander,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,kitsapsun.com,sun,WA,http://www.kitsapsun.com,kitsapsun,https://www.youtube.com/user/kitsapsun/videos,https://www.facebook.com/KitsapNews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
