classification,class_2,local_regional,domain,name,state,website,twitter,youtube,facebook,owner,medium,collection_date,source
local,local,1,swvatoday.com,smyth county news & messenger,VA,http://www.swvatoday.com/news/smyth_county,SwVirginia_News,,https://www.facebook.com/SWVaToday,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swvatoday.com,richlands news press,VA,http://www.swvatoday.com,,,https://www.facebook.com/pages/Richlands-News-Press/461103617281203,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,swvatoday.com,enterprise,VA,http://www.swvatoday.com/news/wytheville,SwVirginia_News,,https://www.facebook.com/SWVaToday,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sylvaniaadvantage.com,sylvania advantage,OH,http://sylvaniaadvantage.com,SylvaniaAdv,,https://www.facebook.com/SylvaniaAdVantageNewspaper/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,sylvaniatelephone.com,sylvania telephone,GA,http://www.sylvaniatelephone.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,syossetjerichotribune.com,syosset jericho tribune,NY,http://syossetjerichotribune.com,,,https://www.facebook.com/SyossetJerichoTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,syracuse.com,post-standard,NY,http://www.syracuse.com/poststandard,,,https://www.facebook.com/poststandard,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,syracuse.com,www.syracuse.com,NY,https://www.syracuse.com/,,,,Advance Local,Newspapers,2018-10-24 12:12:56.338035,User Input
local,local,1,syvnews.com,santa ynez valley news,CA,http://syvnews.com,,,https://www.facebook.com/syvnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,t-g.com,shelbyville times-gazette,TN,http://www.t-g.com,times_gazette,https://www.youtube.com/user/TimesGazette/videos,https://www.facebook.com/ShelbyvilleTimesGazette,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,tabletmag.com,,,,,,,,,,
local,local,1,tacomadailyindex.com,tacoma daily index,WA,http://www.tacomadailyindex.com,TacomaIndex,,https://www.facebook.com/tacomadailyindex,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tacomaweekly.com,tacoma weekly,WA,http://www.tacomaweekly.com,tacomaweekly,https://www.youtube.com/channel/UCMCs-lGz7kK4_1j7FW3xv-w,https://www.facebook.com/tacomaweekly,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,taftindependent.com,taft independent,CA,http://taftindependent.com,,,https://www.facebook.com/pages/Taft-Independent-Newspaper/239443291451,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,taftmidwaydriller.com,midway driller,CA,http://www.taftmidwaydriller.com,Midwaydriller,,https://www.facebook.com/TaftMidwayDrillerGroup,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tahlequahdailypress.com,tahlequah daily press ,OK,http://www.tahlequahdailypress.com,tahlequahtdp,https://www.youtube.com/channel/UCtWKx728OBeMslia6MJ1kLA,https://www.facebook.com/tdpress,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tahoe.com,tahoe.com,CA,http://www.tahoe.com,tahoedotcom,http://www.youtube.com/user/TahoeDotCom,https://www.facebook.com/tahoedotcom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tahoe.com,lake tahoe action,NV,http://www.tahoe.com,tahoedotcom,http://www.youtube.com/user/TahoeDotCom,https://www.facebook.com/tahoedotcom,,Magazines,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tahoedailytribune.com,tahoe daily tribune,CA,http://www.tahoedailytribune.com,tahoedailytrib,http://www.youtube.com/user/TahoeDailyTribune,https://www.facebook.com/TahoeDailyTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tahoedailytribune.com,tahoe daily tribune,NV,http://www.tahoedailytribune.com,TahoeDailyTrib,http://www.youtube.com/user/TahoeDailyTribune,https://www.facebook.com/TahoeDailyTribune,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,takomavoice.com,takoma voice,MD,http://takomavoice.com,TakomaVoice,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,talkingpointsmemo.com,,,,,,,,,,
local,local,1,tallahassee.com,tallahassee democrat,FL,http://www.tallahassee.com,TDOnline,http://www.youtube.com/user/TDOdotCom,https://www.facebook.com/tallahasseedemocrat,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tallahatchienews.ms,charleston sun-sentinel,MS,http://tallahatchienews.ms,claysunsentinel,,https://www.facebook.com/TheSunSentinel,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tallasseetribune.com,tallassee tribune,AL,http://tallasseetribune.com,TallasseeTrib,,https://www.facebook.com/pages/The-Tallassee-Tribune/247004912816,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,talonmarks.com,talon marks,CA,http://www.talonmarks.com,talonmarks,http://www.youtube.com/user/TalonMarks,https://www.facebook.com/talonmarks,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tamatoledonews.com,tama news-herald,IA,http://tamatoledonews.com,TamaToledoNews,https://www.youtube.com/channel/UCeKC75OTO27dMO9H02SK9DQ,https://www.facebook.com/pages/Tama-News-Herald-Toledo-Chronicle/124010980945008,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tamatoledonews.com,toledo chronicle,IA,http://tamatoledonews.com,TamaToledoNews,https://www.youtube.com/channel/UCeKC75OTO27dMO9H02SK9DQ,https://www.facebook.com/pages/Tama-News-Herald-Toledo-Chronicle/124010980945008?hc_location=timeline,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tampabay.com,tampa bay times,FL,http://www.tampabay.com,tb_times,http://www.youtube.com/user/wwwtampabaycom,https://www.facebook.com/tampabaycom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tampabays10.com,wtsp,FL,http://www.tampabays10.com/,,,,Tegna Media,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tamu.edu,kamu,TX,http://kamu-tv.tamu.edu/,,,,Texas A&M University,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tangilena.com,amite-tangi digest,LA,http://www.tangilena.com,,https://www.youtube.com/channel/UCFoLsOGuLIXqMvkpLXQFLCw,https://www.facebook.com/TangiDigest,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tangilena.com,kentwood news ledger,LA,http://www.tangilena.com,,,https://www.facebook.com/tangilena,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,taosnews.com,taos news ,NM,http://www.taosnews.com,taosnews,http://www.youtube.com/user/taosnews,https://www.facebook.com/taosnews,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tapinto.net,,,,,,,,,,
national,national,0,taskandpurpose.com,,,,,,,,,,
local,local,1,taterecord.com,tate record,MS,http://www.taterecord.com,,,,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tattnalljournal.com,tattnall journal,GA,http://www.tattnalljournal.com,,,https://www.facebook.com/thejournalsentinel/,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local-regional,1,tauntongazette.com,taunton daily gazette,MA,http://www.tauntongazette.com,TauntonToGo,https://www.youtube.com/channel/UCnfkCL2cpuHczacOUWJ-E3Q,https://www.facebook.com/TauntonToGo,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
national,national,0,taxfoundation.org,,,,,,,,,,
local,local,1,taylornews.org,montgomery county chronicle,KS,http://taylornews.org/newsm,,,https://www.facebook.com/pages/Montgomery-County-Chronicle/179343538715,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,taylorpress.net,taylor daily press,TX,http://taylorpress.net,TaylorPublisher,https://www.youtube.com/channel/UCQLFzkIqAQQ62f2GIh-rK1Q/videos,https://www.facebook.com/pages/Taylor-Daily-Press/114510121913070,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,taylorsvillejournal.com,taylorsville journal,UT,http://www.taylorsvillejournal.com,TKJGoings,,https://www.facebook.com/TKJournal,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,taylorsvilletimes.com,taylorsville times,NC,http://www.taylorsvilletimes.com,Tville_Times,http://www.youtube.com/user/TaylorsvilleTimes,https://www.facebook.com/taylorsvilletimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbn.org,wtjp,AL,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wmpv,AL,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,kpaz,AZ,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,ktbn,CA,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,whft,FL,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,whsg,GA,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,welf,GA,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,kaah,HI,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wwto,IL,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wclj,IN,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wkoi,IN,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wbuy,MS,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,w51cw,NC,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wgtw,NJ,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,knat,NM,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wtby,NY,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wdli,OH,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,ktbo,OK,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,kdor,OK,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,knmt,OR,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wpgd,TN,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,kdtx,TX,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,ktbw,WA,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbn.org,wwrs,WI,http://www.tbn.org/,,,,Trinity Broadcasting Network,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tbnweekly.com,belleair bee,FL,http://www.tbnweekly.com/pubs/belleair_bee,tbnwebmaster,,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbnweekly.com,clearwater beacon,FL,http://www.tbnweekly.com/pubs/clearwater_beacon,tbnwebmaster,,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbnweekly.com,beach beacon,FL,http://www.tbnweekly.com/pubs/beach_beacon,tbnwebmaster,,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbnweekly.com,largo leader,FL,http://www.tbnweekly.com/pubs/largo_leader,tbnwebmaster,,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbnweekly.com,seminole beacon,FL,http://www.tbnweekly.com/pubs/seminole_beacon,tbnwebmaster,,https://www.facebook.com/pages/wwwTBNweeklycom/143549281933,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbo.com,brandon news,FL,http://tbo.com/brandon,TBOcom,http://www.youtube.com/channel/UC1iOXwOqVa9n7bEuWveVlXw,https://www.facebook.com/tampabaycom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbo.com,hernando news,FL,http://tbo.com/hernando,TBOcom,http://www.youtube.com/channel/UC1iOXwOqVa9n7bEuWveVlXw,https://www.facebook.com/tampabaycom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbo.com,carrollwood news,FL,http://tbo.com/carrollwood,TBOcom,http://www.youtube.com/channel/UC1iOXwOqVa9n7bEuWveVlXw,https://www.facebook.com/tampabaycom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbo.com,northwest news & tribune,FL,http://tbo.com/northwest-tampa,TBOcom,http://www.youtube.com/channel/UC1iOXwOqVa9n7bEuWveVlXw,https://www.facebook.com/tampabaycom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbo.com,tampa tribune,FL,http://tbo.com,TBOcom,http://www.youtube.com/channel/UC1iOXwOqVa9n7bEuWveVlXw,https://www.facebook.com/tampabaycom,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbrnews.com,beach reporter,CA,http://tbrnews.com,Beach_Reporter,http://www.youtube.com/user/TheBeachReporter,https://www.facebook.com/TheBeachReporter,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbrnewsmedia.com,village times herald,NY,http://tbrnewsmedia.com/village-times-herald,TBRNewspapers,https://www.youtube.com/user/TBRnews,https://www.facebook.com/TBRNewspapers,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbrnewsmedia.com,times of huntington-northport,NY,http://tbrnewsmedia.com/times-of-huntington-northport,TBRNewspapers,https://www.youtube.com/user/TBRnews,https://www.facebook.com/TBRNewspapers,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbrnewsmedia.com,port times record,NY,http://tbrnewsmedia.com/port-times-record,TBRNewspapers,https://www.youtube.com/user/TBRnews,https://www.facebook.com/TBRNewspapers,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tbrnewsmedia.com,times beacon record,NY,http://tbrnewsmedia.com,TBRNewspapers,http://www.youtube.com/user/TBRnews,https://www.facebook.com/TBRNewspapers,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tcnjsignal.net,signal,NJ,http://www.tcnjsignal.net,tcnjsignal,http://www.youtube.com/user/TCNJSignal,http://www.facebook.com/tcnjsignal,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional-national,0,tcpalm.com,tcpalm.com,FL,http://www.tcpalm.com/news/st-lucie-county,tcpalm,http://www.youtube.com/user/TCPalm,https://www.facebook.com/tcpalm,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional-national,0,tcpalm.com,jupiter courier,FL,http://www.tcpalm.com/jupiter-courier-newsweekly,tcpalm,http://www.youtube.com/user/TCPalm,https://www.facebook.com/jupitercouriernewsweekly,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional-national,0,tcpalm.com,port saint lucie news,FL,http://www.tcpalm.com,TCPalm,http://www.youtube.com/user/TCPalm,https://www.facebook.com/tcpalm,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
regional,regional-national,0,tcpalm.com,stuart news,FL,http://www.tcpalm.com,tcpalm,https://www.youtube.com/user/TCPalm,https://www.facebook.com/tcpalm,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tct-net.org,wtct,IL,http://www.tct-net.org/,,,,Tri-State Christian TV,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tct-net.org,wtlj,MI,http://www.tct-net.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tct-net.org,waqp,MI,http://www.tct-net.org/,,,,TCT,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tct-net.org,wlxi,NC,http://www.tct-net.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tct-net.org,wnyb,NY,http://www.tct-net.org/,,,,,TV station,2018-08-02 14:55:24.612585,stationindex
local,local,1,tctimes.com,tri-county times,MI,http://www.tctimes.com,tctimes,http://www.youtube.com/user/tctimesnet/videos,https://www.facebook.com/tricountytimes,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tcu.edu,tcu magazine,TX,http://www.magazine.tcu.edu,tcumagazine,http://www.youtube.com/user/TheTCUMag,http://www.facebook.com/TheTCUMagazine,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tcu360.com,tcu 360,TX,http://www.tcu360.com,tcu360,http://www.youtube.com/user/skiffvideo,http://www.facebook.com/TCU360,,College Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tdn-net.com,troy daily news,OH,http://tdn-net.com,Troydailynews,https://www.youtube.com/channel/UCP-YU7l2vhV_qMH2BagfX4w,https://www.facebook.com/pages/Troy-Daily-News/372516874590,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tdn.com,daily news,WA,http://tdn.com,the_daily_news,https://www.youtube.com/user/longviewdailynews/videos,https://www.facebook.com/pages/The-Daily-News/115458415536,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
local,local,1,tdtnews.com,temple daily telegram,TX,http://www.tdtnews.com,tdtnews,https://www.youtube.com/user/tdtnews/videos,https://www.facebook.com/pages/Temple-Daily-Telegram/129630104785,,Newspapers,2018-08-02 14:55:24.612585,usnpl.com
